Date,Town,State/Province,Latitude,Longitude,Number
6/11/2020,Huntington Beach,CA,33.7,-118,4
6/11/2020,Los Angeles,CA,34,-118.4,1
6/11/2020,Ontario,CA,34.1,-117.7,1
6/11/2020,San Diego,CA,32.8,-117.2,2
6/11/2020,Whittier,CA,34,-118,4
6/11/2020,Antioch,IL,42.5,-88.1,1
6/11/2020,Zion,IL,42.4,-87.9,1
6/11/2020,Olathe,KS,38.9,-94.9,2
6/11/2020,Abbeville,LA,30,-92.1,1
6/11/2020,Brandon,MB,49.8,-100,2
6/11/2020,Macdonald RM,MB,49.8,-97.6,1
6/11/2020,Lusby,MD,38.4,-76.5,1
6/11/2020,Hessel,MI,46,-84.6,1
6/11/2020,Mount Pleasant,MI,43.6,-84.9,1
6/11/2020,Zeeland,MI,42.8,-86,1
6/11/2020,Saint Paul,MN,45,-93,2
6/11/2020,Tupelo,MS,34.2,-88.7,0
6/11/2020,Laurel,MT,45.7,-108.8,1
6/11/2020,Bellevue,NE,41.1,-96,1
6/11/2020,Town of Langdon,NH,43.2,-72.3,1
6/11/2020,Victor,NY,43,-77.5,1
6/11/2020,Newbury,OH,41.5,-81.2,1
6/11/2020,Okmulgee,OK,35.7,-95.8,2
6/11/2020,London,ON,43,-81.3,2
6/11/2020,Austin,TX,30.3,-97.7,1
6/11/2020,Dublin,TX,32.1,-98.4,1
6/11/2020,Odessa,TX,31.6,-102.3,2
6/11/2020,Markesan,WI,43.8,-89.1,1
6/11/2020,Mequon,WI,43.2,-88,4
6/11/2020,South Milwaukee,WI,42.9,-87.9,1
6/11/2020,Town of Boulder Junction,WI,46.1,-89.6,1
6/11/2020,Westfield,WI,43.9,-89.5,1
6/12/2020,Whittier,CA,34,-118,5
6/12/2020,Rehoboth Beach,DE,38.7,-75.1,1
6/12/2020,West Chicago,IL,41.9,-88.2,2
6/12/2020,Indianapolis,IN,39.9,-86,1
6/12/2020,Gretna,LA,29.9,-90,1
6/12/2020,Lafayette,LA,30.2,-92.1,2
6/12/2020,New Orleans,LA,29.9,-90.1,1
6/12/2020,Somerset,MA,41.8,-71.1,1
6/12/2020,Dauphin RM,MB,51.2,-100.1,1
6/12/2020,Lusby,MD,38.4,-76.5,1
6/12/2020,Carlton,MN,46.6,-92.4,1
6/12/2020,Dayton,OH,39.8,-84.2,1
6/12/2020,Edmond,OK,35.7,-97.5,1
6/12/2020,Tulsa,OK,36,-95.9,1
6/12/2020,Toronto,ON,43.6,-79.5,2
6/12/2020,West Elgin,ON,42.5,-81.6,1
6/12/2020,Dublin,TX,32.1,-98.4,1
6/12/2020,Houston,TX,29.7,-95.5,4
6/13/2020,Garden Grove,CA,33.8,-117.9,2
6/13/2020,Mission Viejo,CA,33.7,-117.6,1
6/13/2020,Whittier,CA,34,-118,2
6/13/2020,Deep River,CT,41.4,-72.4,1
6/13/2020,Antioch,IL,42.4,-88.1,2
6/13/2020,Rolling Meadows,IL,42.1,-88,1
6/13/2020,Macdonald RM,MB,49.8,-97.6,1
6/13/2020,Winnipeg,MB,49.9,-97,1
6/13/2020,Elkridge,MD,39.2,-76.7,1
6/13/2020,Germfask,MI,46.3,-86,5
6/13/2020,Westland,MI,42.3,-83.4,1
6/13/2020,Tupelo,MS,34.2,-88.7,3
6/13/2020,Tulsa,OK,36,-95.9,1
6/13/2020,Cypress,TX,30,-95.7,1
6/13/2020,Dublin,TX,32.1,-98.4,2
6/13/2020,Katy,TX,29.7,-95.8,1
6/13/2020,Williamsburg,VA,37.3,-76.7,1
6/13/2020,Allenton,WI,43.4,-88.4,1
6/13/2020,Town of Merrimac,WI,43.4,-89.6,3
6/14/2020,Mission Viejo,CA,33.7,-117.6,1
6/14/2020,Oakland,CA,37.8,-122.2,2
6/14/2020,Tarzana,CA,34.2,-118.5,1
6/14/2020,Loveland,CO,40.4,-105.1,1
6/14/2020,Oakland,IA,41.3,-95.4,3
6/14/2020,Jarrettsville,MD,39.6,-76.5,1
6/14/2020,Minneapolis,MN,44.9,-93.2,1
6/14/2020,Tulsa,OK,36,-95.9,1
6/14/2020,Katy,TX,29.7,-95.8,1
6/14/2020,Ridgeway,WI,43,-90,1
6/14/2020,Town of Boulder Junction,WI,46.1,-89.6,1
6/15/2020,Carlsbad,CA,33.1,-117.3,3
6/15/2020,Lakeside,CA,32.9,-116.9,1
6/15/2020,Mission Viejo,CA,33.7,-117.6,1
6/15/2020,San Diego,CA,32.8,-117.2,2
6/15/2020,Dauphin RM,MB,51.2,-100.1,4
6/15/2020,Brownfield,ME,43.9,-70.9,1
6/15/2020,Harrisville,MI,44.6,-83.3,1
6/15/2020,Ponca City,OK,36.7,-97,1
6/15/2020,Logan,UT,41.7,-111.8,1
6/15/2020,Allenton,WI,43.4,-88.4,2
6/15/2020,Portage,WI,43.6,-89.6,1
6/16/2020,Mission Viejo,CA,33.7,-117.6,1
6/16/2020,Gretna,LA,29.9,-90,1
6/16/2020,Winnipeg,MB,49.9,-97.3,1
6/16/2020,Town of Langdon,NH,43.2,-72.3,1
6/16/2020,Reading,PA,40.4,-76,1
6/16/2020,Prince Albert,SK,53.2,-105.7,1
6/17/2020,Saint Petersburg,FL,27.8,-82.6,5
6/17/2020,Covington,LA,30.5,-90.1,1
6/17/2020,Winnipeg,MB,49.9,-97.2,1
6/17/2020,Harrisville,MI,44.7,-83.3,3
6/17/2020,Cleveland,OH,41.5,-81.6,1
6/17/2020,Howe,OK,35,-94.6,1
6/17/2020,Dallas,PA,41.3,-76,1
6/17/2020,East Cocalico Twp,PA,40.2,-76.1,1
6/17/2020,Reston,VA,39,-77.3,1
6/17/2020,Allenton,WI,43.4,-88.4,1
6/18/2020,Mission Viejo,CA,33.7,-117.6,1
6/18/2020,Elizabeth,CO,39.3,-104.6,1
6/18/2020,Millsboro,DE,38.6,-75.3,1
6/18/2020,Carlinville,IL,39.2,-89.9,1
6/18/2020,Shelbyville,IN,39.5,-85.8,1
6/18/2020,Annapolis,MD,39,-76.5,1
6/18/2020,Harrisville,MI,44.7,-83.3,4
6/18/2020,Pass Christian,MS,30.3,-89.2,1
6/18/2020,Sioux Lookout,ON,50.1,-91.9,1
6/18/2020,Springwater,ON,44.5,-79.8,2
6/18/2020,Corman Park No 344,SK,52.1,-106.7,1
6/18/2020,Portage,WI,43.6,-89.6,1
6/19/2020,Richmond,BC,49.1,-123.1,1
6/19/2020,Newburgh,IN,37.9,-87.4,1
6/19/2020,Sellersburg,IN,38.4,-85.8,1
6/19/2020,Harrisville,MI,44.6,-83.3,1
6/19/2020,Mohawk,MI,48.1,-88.8,1
6/19/2020,Central Point,OR,42.4,-122.9,1
6/19/2020,St-Faustin--Lac-Carré,QC,46.1,-74.5,1
6/19/2020,Harriman,TN,35.9,-84.4,1
6/19/2020,Town of Westminster,VT,43.1,-72.5,3
6/20/2020,Huntington Beach,CA,33.7,-118,3
6/20/2020,Riverside,IL,41.8,-87.8,2
6/20/2020,Claypool,IN,41.1,-86,1
6/20/2020,Independence,KY,38.9,-84.5,5
6/20/2020,Mankato,MN,44.1,-94,1
6/20/2020,Holland Patent,NY,43.2,-75.3,1
6/20/2020,Columbus,OH,40,-83,1
6/20/2020,Sisters,OR,44.3,-121.5,1
6/20/2020,St-Faustin--Lac-Carré,QC,46.1,-74.5,1
6/21/2020,Mission Viejo,CA,33.7,-117.6,1
6/21/2020,Mission Viejo,CA,33.7,-117.6,1
6/21/2020,Palo Alto,CA,37.4,-122.1,1
6/21/2020,Deep River,CT,41.4,-72.4,1
6/21/2020,Manhattan,KS,39.2,-96.6,4
6/21/2020,Columbia,MD,39.2,-76.9,1
6/21/2020,Hagerstown,MD,39.7,-77.8,1
6/21/2020,Pine City,MN,45.8,-93,12
6/21/2020,Leamington,ON,42,-82.5,1
6/21/2020,Dutch John,UT,40.9,-109.4,1
6/21/2020,Eagle Mountain,UT,40.4,-112,1
6/21/2020,Allenton,WI,43.4,-88.4,1
6/21/2020,Town of Bear Creek,WI,43.3,-90.1,1
6/22/2020,Mission Viejo,CA,33.7,-117.6,1
6/22/2020,Antioch,IL,42.5,-88.1,1
6/22/2020,South Bristol,ME,43.9,-69.6,2
6/22/2020,Melvindale,MI,42.3,-83.2,2
6/22/2020,Greenville,OH,40.1,-84.6,1
6/22/2020,Broken Arrow,OK,36,-95.8,1
6/22/2020,Greater Sudbury,ON,46.5,-80.8,1
6/22/2020,Leamington,ON,42,-82.5,1
6/22/2020,Town of Boulder Junction,WI,46.1,-89.6,1
6/23/2020,Huntington Beach,CA,33.8,-118,3
6/23/2020,Mission Viejo,CA,33.7,-117.6,1
6/23/2020,Brighton,CO,39.9,-104.9,1
6/23/2020,Davenport,IA,41.5,-90.6,1
6/23/2020,Leavenworth,KS,39.3,-94.9,2
6/23/2020,Minneapolis,MN,44.9,-93.3,1
6/23/2020,O Fallon,MO,38.8,-90.7,1
6/23/2020,Broken Arrow,OK,36.1,-95.7,1
6/23/2020,Okarche,OK,35.6,-98,2
6/23/2020,Leamington,ON,42,-82.5,2
6/23/2020,Toronto,ON,43.7,-79.4,1
6/23/2020,St-Faustin--Lac-Carré,QC,46.1,-74.5,1
6/23/2020,Dublin,TX,32.1,-98.4,2
6/23/2020,Cambridge,WI,43,-89,3
6/24/2020,Brighton,CO,39.9,-104.9,1
6/24/2020,Canton,GA,34.2,-84.4,1
6/24/2020,Elk Grove Village,IL,42,-88.1,1
6/24/2020,Newburgh,IN,37.9,-87.4,1
6/24/2020,Overland Park,KS,38.9,-94.6,1
6/24/2020,Overland Park,KS,39,-94.7,1
6/24/2020,Overland Park,KS,38.9,-94.6,1
6/24/2020,Joppa,MD,39.4,-76.4,1
6/24/2020,Harrisville,MI,44.7,-83.3,1
6/24/2020,Mankato,MN,44.2,-94,1
6/24/2020,Minneapolis,MN,44.9,-93.3,3
6/24/2020,Minneapolis,MN,44.9,-93.2,1
6/24/2020,Minneapolis,MN,44.9,-93.2,2
6/24/2020,Jefferson City,MO,38.6,-92.2,2
6/24/2020,Corrales,NM,35.2,-106.6,2
6/24/2020,Corrales,NM,35.2,-106.6,2
6/24/2020,Bartlesville,OK,36.7,-95.9,1
6/24/2020,Broken Arrow,OK,36.1,-95.8,1
6/24/2020,Burlington,ON,43.3,-79.9,1
6/24/2020,Toronto,ON,43.6,-79.5,1
6/24/2020,Madison,WI,43.1,-89.3,1
6/25/2020,Huntington Beach,CA,33.8,-118,4
6/25/2020,Iowa City,IA,41.6,-91.6,1
6/25/2020,Monmouth,IL,41,-90.6,1
6/25/2020,Pekin,IL,40.6,-89.6,2
6/25/2020,Winnipeg,MB,49.9,-97.1,1
6/25/2020,Belmont,MI,43.1,-85.6,1
6/25/2020,Minneapolis,MN,44.9,-93.2,1
6/25/2020,Minneapolis,MN,44.9,-93.3,3
6/25/2020,Kansas City,MO,39.2,-94.7,1
6/25/2020,Flemington,NJ,40.5,-74.8,1
6/25/2020,Lakewood,NJ,40.1,-74.2,1
6/25/2020,Allenton,WI,43.4,-88.4,1
6/25/2020,Madison,WI,43.1,-89.4,1
6/25/2020,Town of Amherst,WI,44.5,-89.3,5
6/25/2020,West Bend,WI,43.4,-88.2,1
6/26/2020,Huntington Beach,CA,33.7,-118,2
6/26/2020,Canton,GA,34.2,-84.4,1
6/26/2020,Spirit Lake,IA,43.4,-95.1,1
6/26/2020,Antioch,IL,42.5,-88.1,1
6/26/2020,Monmouth,IL,41,-90.6,1
6/26/2020,Monmouth,IL,41,-90.6,2
6/26/2020,Pekin,IL,40.6,-89.6,1
6/26/2020,Bowie,MD,39,-76.7,1
6/26/2020,Harrisville,MI,44.6,-83.3,1
6/26/2020,Minneapolis,MN,44.9,-93.3,1
6/26/2020,Minneapolis,MN,44.9,-93.3,1
6/26/2020,Broken Arrow,OK,36,-95.8,2
6/26/2020,Aston,PA,39.9,-75.4,1
6/26/2020,Vancouver,WA,45.7,-122.7,1
6/26/2020,Menomonee Falls,WI,43.2,-88.1,1
6/26/2020,Martinsburg,WV,39.5,-78,2
6/27/2020,Carlsbad,CA,33.1,-117.3,1
6/27/2020,Huntington Beach,CA,33.8,-118,2
6/27/2020,Belleville,KS,39.8,-97.6,1
6/27/2020,Paxico,KS,39.1,-96.1,15
6/27/2020,Saint Paul,MN,45.1,-93.2,1
6/27/2020,Glen Ridge,NJ,40.8,-74.2,1
6/27/2020,Lunenburg Municipal District,NS,44.3,-64.3,1
6/27/2020,Tulsa,OK,36,-95.9,1
6/27/2020,Waterloo,ON,43.5,-80.5,1
6/27/2020,Ashland,OR,42.2,-122.7,1
6/27/2020,Shaniko,OR,44.9,-120.5,2
6/27/2020,Logan,UT,41.7,-111.8,1
6/27/2020,Baraboo,WI,43.6,-89.8,3
6/28/2020,Carlsbad,CA,33.1,-117.3,1
6/28/2020,Bradenton,FL,27.5,-82.6,2
6/28/2020,Davenport,IA,41.5,-90.6,4
6/28/2020,Leavenworth,KS,39.3,-94.9,1
6/28/2020,Baltimore,MD,39.4,-76.6,1
6/28/2020,Lusby,MD,38.4,-76.5,1
6/28/2020,Kalamazoo,MI,42.3,-85.6,1
6/28/2020,Mabel,MN,43.5,-91.9,7
6/28/2020,Mankato,MN,44.2,-93.9,1
6/28/2020,Minneapolis,MN,45,-93.2,1
6/28/2020,Charlotte,NC,35.2,-80.7,1
6/28/2020,Caldwell,NJ,40.9,-74.2,2
6/28/2020,Flemington,NJ,40.5,-74.8,1
6/28/2020,Buffalo,NY,42.9,-78.9,1
6/28/2020,Buffalo,NY,42.9,-78.9,1
6/28/2020,Buffalo,NY,42.9,-78.9,1
6/28/2020,Oklahoma City,OK,35.6,-97.6,1
6/28/2020,Burlington,ON,43.3,-79.8,2
6/28/2020,Central Elgin,ON,42.7,-81.2,2
6/28/2020,Leamington,ON,42,-82.5,6
6/28/2020,Newmarket,ON,44.1,-79.5,1
6/28/2020,Toronto,ON,43.7,-79.4,1
6/28/2020,Toronto,ON,43.6,-79.5,1
6/28/2020,Toronto,ON,43.6,-79.5,1
6/28/2020,Waterloo,ON,43.5,-80.5,1
6/28/2020,Eau Claire,PA,41.1,-79.8,1
6/28/2020,Brébeuf,QC,46.1,-74.6,1
6/28/2020,Lac-Supérieur,QC,46.1,-74.5,1
6/28/2020,Allenton,WI,43.4,-88.4,3
6/28/2020,Madison,WI,43.1,-89.3,2
6/28/2020,Menomonee Falls,WI,43.2,-88.1,1
6/28/2020,Middleton,WI,43.1,-89.5,1
6/28/2020,Waunakee,WI,43.1,-89.4,2
6/29/2020,Thornton,CO,39.9,-105,1
6/29/2020,Bradenton,FL,27.5,-82.6,1
6/29/2020,Antioch,IL,42.5,-88.1,1
6/29/2020,Bartlett,IL,41.9,-88.2,1
6/29/2020,Des Plaines,IL,42,-87.9,1
6/29/2020,Montgomery,IL,41.7,-88.4,2
6/29/2020,Hammond,IN,41.6,-87.5,1
6/29/2020,Indianapolis,IN,39.7,-86.1,1
6/29/2020,Zionsville,IN,39.9,-86.3,1
6/29/2020,Lutherville Timonium,MD,39.5,-76.6,1
6/29/2020,Eastpointe,MI,42.5,-82.9,1
6/29/2020,Nunica,MI,43.1,-86.1,2
6/29/2020,Oak Park,MI,42.5,-83.2,1
6/29/2020,Spring Lake,MI,43.1,-86.3,1
6/29/2020,Zeeland,MI,42.8,-86,1
6/29/2020,Mabel,MN,43.5,-91.9,9
6/29/2020,Minneapolis,MN,45,-93.2,1
6/29/2020,Fort Erie,ON,42.9,-79,1
6/29/2020,Leamington,ON,42,-82.5,12
6/29/2020,London,ON,43,-81.3,1
6/29/2020,North Stormont,ON,45.2,-74.9,2
6/29/2020,Oakville,ON,43.5,-79.7,2
6/29/2020,Ottawa,ON,45.3,-75.8,1
6/29/2020,Toronto,ON,43.7,-79.4,2
6/29/2020,Coaldale,PA,40.8,-75.9,1
6/29/2020,Eau Claire,PA,41.1,-79.8,1
6/29/2020,Fairfield,PA,39.7,-77.4,1
6/29/2020,St-Faustin--Lac-Carré,QC,46.1,-74.5,1
6/29/2020,Midland,TX,32,-102.2,1
6/29/2020,Hurricane,UT,37.2,-113.3,1
6/29/2020,Virgin,UT,37.2,-113.2,1
6/29/2020,Allenton,WI,43.4,-88.4,1
6/29/2020,Madison,WI,43.1,-89.3,3
6/29/2020,Milwaukee,WI,43.1,-87.9,1
6/29/2020,Sun Prairie,WI,43.2,-89.2,2
6/29/2020,West Bend,WI,43.4,-88.2,1
6/30/2020,Alameda,CA,37.8,-122.3,1
6/30/2020,Berkeley,CA,37.9,-122.3,1
6/30/2020,Burbank,CA,34.2,-118.3,1
6/30/2020,Carlsbad,CA,33.1,-117.3,1
6/30/2020,Dana Point,CA,33.5,-117.7,1
6/30/2020,Mt Baldy,CA,34.2,-117.7,1
6/30/2020,San Diego,CA,32.7,-117.3,1
6/30/2020,Broomfield,CO,39.9,-105.1,1
6/30/2020,Thornton,CO,39.9,-105,1
6/30/2020,Orlando,FL,28.5,-81.5,1
6/30/2020,Tucker,GA,33.8,-84.2,1
6/30/2020,Princeton,IL,41.4,-89.5,1
6/30/2020,Riverside,IL,41.8,-87.8,1
6/30/2020,Villa Park,IL,41.9,-88,4
6/30/2020,Clinton,IN,39.7,-87.5,1
6/30/2020,Hammond,IN,41.6,-87.5,4
6/30/2020,Indianapolis,IN,39.9,-86.1,1
6/30/2020,Tecumseh,KS,39,-95.5,2
6/30/2020,Clarksville,MD,39.2,-76.9,1
6/30/2020,Thurmont,MD,39.5,-77.4,1
6/30/2020,Belmont,MI,43.1,-85.5,1
6/30/2020,Boyne City,MI,45.3,-85.1,1
6/30/2020,Ferndale,MI,42.5,-83.1,1
6/30/2020,Royal Oak,MI,42.5,-83.1,1
6/30/2020,Minneapolis,MN,44.9,-93.3,2
6/30/2020,Minneapolis,MN,45,-93.2,1
6/30/2020,Hillsborough,NC,36.1,-79.1,4
6/30/2020,Town of Langdon,NH,43.2,-72.3,1
6/30/2020,Washington Twp,NJ,39.8,-75.1,1
6/30/2020,Greenville,OH,40.2,-84.6,1
6/30/2020,Burlington,ON,43.3,-79.8,2
6/30/2020,Kingsville,ON,42.1,-82.8,2
6/30/2020,Toronto,ON,43.7,-79.3,2
6/30/2020,Waterloo,ON,43.5,-80.5,1
6/30/2020,Ashland,OR,42.2,-122.7,2
6/30/2020,Allenton,WI,43.4,-88.4,2
6/30/2020,Madison,WI,43.1,-89.3,3
7/1/2020,Fallbrook,CA,33.4,-117.3,5
7/1/2020,Mt Baldy,CA,34.2,-117.7,1
7/1/2020,Redlands,CA,34.1,-117.2,1
7/1/2020,Longmont,CO,40.1,-105.2,1
7/1/2020,Buena Vista,Colón,9.3,-79.7,1
7/1/2020,Tampa,FL,28.1,-82.5,5
7/1/2020,Aurora,IL,41.8,-88.2,2
7/1/2020,Carol Stream,IL,41.9,-88.1,7
7/1/2020,Crete,IL,41.4,-87.6,1
7/1/2020,Pekin,IL,40.6,-89.6,2
7/1/2020,Pekin,IL,40.6,-89.6,1
7/1/2020,Rolling Meadows,IL,42.1,-88,2
7/1/2020,Wyoming,IL,41.1,-89.8,1
7/1/2020,Griffith,IN,41.5,-87.4,3
7/1/2020,Hammond,IN,41.6,-87.5,2
7/1/2020,Hammond,IN,41.6,-87.5,2
7/1/2020,Westfield,IN,40,-86.1,2
7/1/2020,Winnipeg,MB,49.9,-97.3,2
7/1/2020,Frederick,MD,39.5,-77.4,1
7/1/2020,Lusby,MD,38.4,-76.5,1
7/1/2020,Belmont,MI,43.1,-85.5,1
7/1/2020,Big Rapids,MI,43.7,-85.5,1
7/1/2020,Harper Woods,MI,42.4,-82.9,1
7/1/2020,Oak Park,MI,42.4,-83.2,1
7/1/2020,Sterling Heights,MI,42.6,-83,1
7/1/2020,Zeeland,MI,42.8,-86,1
7/1/2020,Mankato,MN,44.2,-94,2
7/1/2020,Minneapolis,MN,45,-93.2,1
7/1/2020,Minneapolis,MN,44.9,-93.3,1
7/1/2020,Moose Lake,MN,46.4,-92.7,4
7/1/2020,Saint Paul,MN,45,-93.1,2
7/1/2020,Englewood,NJ,40.9,-74,1
7/1/2020,Farmington,NM,36.7,-108.2,1
7/1/2020,Buffalo,NY,42.9,-78.8,1
7/1/2020,Buffalo,NY,42.9,-78.8,1
7/1/2020,Galloway,OH,40,-83.2,1
7/1/2020,Latham,OH,39.1,-83.3,1
7/1/2020,Hamilton,ON,43.2,-79.9,1
7/1/2020,Mississauga,ON,43.6,-79.7,1
7/1/2020,Newmarket,ON,44.1,-79.5,2
7/1/2020,Sarnia,ON,43,-82.4,1
7/1/2020,Central Point,OR,42.4,-122.9,1
7/1/2020,St-Faustin--Lac-Carré,QC,46.1,-74.5,1
7/1/2020,Mission Hill,SD,43,-97.3,1
7/1/2020,Jonesborough,TN,36.3,-82.6,1
7/1/2020,Allenton,WI,43.4,-88.4,3
7/1/2020,Appleton,WI,44.3,-88.4,2
7/1/2020,Madison,WI,43.1,-89.3,3
7/2/2020,Carlsbad,CA,33.1,-117.3,2
7/2/2020,Lakeside,CA,32.9,-116.9,1
7/2/2020,Elizabeth,CO,39.3,-104.6,1
7/2/2020,Stonington,CT,41.3,-71.9,8
7/2/2020,Crystal Lake,IL,42.2,-88.4,1
7/2/2020,Rolling Meadows,IL,42.1,-88,1
7/2/2020,Hammond,IN,41.6,-87.5,3
7/2/2020,Lafayette,IN,40.4,-86.9,1
7/2/2020,Westfield,IN,40,-86.1,2
7/2/2020,Westpoint,IN,40.3,-87,1
7/2/2020,Acton,MA,42.5,-71.5,1
7/2/2020,Sharon,MA,42.1,-71.2,1
7/2/2020,Belmont,MI,43.1,-85.5,1
7/2/2020,Big Rapids,MI,43.7,-85.6,1
7/2/2020,Ferndale,MI,42.5,-83.1,1
7/2/2020,Harper Woods,MI,42.4,-82.9,1
7/2/2020,Harrisville,MI,44.6,-83.3,1
7/2/2020,Faribault,MN,44.3,-93.3,1
7/2/2020,Mankato,MN,44.2,-94,1
7/2/2020,Minneapolis,MN,45,-93.2,1
7/2/2020,Minneapolis,MN,45,-93.2,1
7/2/2020,Minneapolis,MN,45,-93.2,1
7/2/2020,Minneapolis,MN,45,-93.2,1
7/2/2020,Moose Lake,MN,46.4,-92.7,7
7/2/2020,Saint Peters,MO,38.8,-90.6,1
7/2/2020,Bloomfield,NJ,40.8,-74.2,1
7/2/2020,West Orange,NJ,40.8,-74.2,1
7/2/2020,Halifax,NS,44.5,-63.6,1
7/2/2020,Pittsford,NY,43.1,-77.5,1
7/2/2020,Windsor,NY,42.1,-75.8,1
7/2/2020,Fairborn,OH,39.8,-84,1
7/2/2020,Broken Arrow,OK,36,-95.8,2
7/2/2020,Point Pelee National Park,ON,42,-82.5,7
7/2/2020,Point Pelee National Park,ON,42,-82.5,4
7/2/2020,Toronto,ON,43.7,-79.4,1
7/2/2020,Mechanicsburg,PA,40.2,-77,1
7/2/2020,Norristown,PA,40.2,-75.4,1
7/2/2020,St-Alexis-des-Monts,QC,46.5,-73.1,1
7/2/2020,New Caney,TX,30.2,-95.2,1
7/2/2020,Allenton,WI,43.4,-88.4,2
7/2/2020,Ferryville,WI,43.4,-91.1,1
7/2/2020,Hudson,WI,45,-92.8,2
7/2/2020,Kenosha,WI,42.6,-87.8,1
7/2/2020,Madison,WI,43.1,-89.3,2
7/2/2020,Mc Farland,WI,43,-89.3,6
7/2/2020,Portage,WI,43.6,-89.6,1
7/2/2020,Potosi,WI,42.6,-90.6,1
7/3/2020,Medicine Hat,AB,50,-110.7,1
7/3/2020,Carlsbad,CA,33.1,-117.3,3
7/3/2020,Fort Collins,CO,40.6,-105.1,1
7/3/2020,Lockport,IL,41.6,-88.1,1
7/3/2020,Rolling Meadows,IL,42.1,-88,1
7/3/2020,Waukegan,IL,42.4,-87.8,7
7/3/2020,Hammond,IN,41.6,-87.5,10
7/3/2020,Newburgh,IN,37.9,-87.4,1
7/3/2020,Newburgh,IN,37.9,-87.4,1
7/3/2020,Winnipeg,MB,49.9,-97.3,1
7/3/2020,Columbia,MD,39.2,-76.9,1
7/3/2020,Harper Woods,MI,42.4,-82.9,4
7/3/2020,Harrison,MI,44.1,-84.8,3
7/3/2020,Harrisville,MI,44.7,-83.3,3
7/3/2020,Zeeland,MI,42.8,-86,1
7/3/2020,Mankato,MN,44.2,-94,1
7/3/2020,Mankato,MN,44.2,-94,1
7/3/2020,Minneapolis,MN,45,-93.2,0
7/3/2020,Saint Paul,MN,45.1,-93.2,1
7/3/2020,Corrales,NM,35.2,-106.6,1
7/3/2020,Ponca City,OK,36.7,-97,5
7/3/2020,Sand Springs,OK,36.1,-96.3,1
7/3/2020,Hamilton,ON,43.3,-80,1
7/3/2020,Newmarket,ON,44.1,-79.5,1
7/3/2020,Waterloo,ON,43.5,-80.5,2
7/3/2020,Eau Claire,PA,41.1,-79.8,1
7/3/2020,Landisburg,PA,40.3,-77.3,1
7/3/2020,Cookville,TX,33.2,-94.8,1
7/3/2020,Cookville,TX,33.2,-94.8,1
7/3/2020,New Caney,TX,30.2,-95.2,1
7/3/2020,Blacksburg,VA,37.3,-80.4,1
7/3/2020,Reston,VA,38.9,-77.4,1
7/3/2020,Allenton,WI,43.4,-88.4,2
7/3/2020,Hudson,WI,45,-92.8,1
7/3/2020,Madison,WI,43.1,-89.4,3
7/3/2020,Mequon,WI,43.2,-87.9,4
7/3/2020,Town of Spring Green,WI,43.2,-90.1,34
7/4/2020,Berkeley,CA,37.9,-122.3,1
7/4/2020,Mt Baldy,CA,34.2,-117.7,1
7/4/2020,San Diego,CA,32.7,-117.1,12
7/4/2020,Fort Collins,CO,40.5,-105.1,1
7/4/2020,Bartlett,IL,42,-88.2,1
7/4/2020,Des Plaines,IL,42,-87.9,1
7/4/2020,Des Plaines,IL,42,-87.9,1
7/4/2020,Herscher,IL,41,-88.1,2
7/4/2020,Rockford,IL,42.3,-89,1
7/4/2020,Rolling Meadows,IL,42.1,-88,2
7/4/2020,Hammond,IN,41.6,-87.5,6
7/4/2020,Belleville,KS,39.8,-97.6,1
7/4/2020,Leavenworth,KS,39.3,-94.9,1
7/4/2020,Florence,KY,39,-84.6,1
7/4/2020,Macdonald RM,MB,49.8,-97.6,1
7/4/2020,Ogunquit,ME,43.3,-70.6,1
7/4/2020,Ogunquit,ME,43.2,-70.6,1
7/4/2020,Big Rapids,MI,43.7,-85.6,1
7/4/2020,Harper Woods,MI,42.4,-82.9,3
7/4/2020,Harrisville,MI,44.6,-83.3,1
7/4/2020,Minneapolis,MN,45,-93.2,6
7/4/2020,Minneapolis,MN,44.9,-93.3,4
7/4/2020,Minneapolis,MN,44.9,-93.2,1
7/4/2020,Minneapolis,MN,45,-93.2,2
7/4/2020,Minneapolis,MN,45,-93.2,1
7/4/2020,Minneapolis,MN,45,-93.2,1
7/4/2020,Moose Lake,MN,46.4,-92.7,9
7/4/2020,Saint Paul,MN,45,-93.2,2
7/4/2020,Kenansville,NC,35,-77.9,1
7/4/2020,Buffalo,NY,42.9,-78.9,1
7/4/2020,Buffalo,NY,42.9,-78.9,1
7/4/2020,Buffalo,NY,42.9,-78.9,1
7/4/2020,Buffalo,NY,42.9,-78.9,1
7/4/2020,Buffalo,NY,42.9,-78.9,1
7/4/2020,Medford,NY,40.8,-73,1
7/4/2020,Johnstown,OH,40.2,-82.6,1
7/4/2020,Oxford,OH,39.5,-84.8,1
7/4/2020,Waynesville,OH,39.5,-84.1,2
7/4/2020,Edmond,OK,35.7,-97.5,1
7/4/2020,Cobourg,ON,44,-78.2,1
7/4/2020,Waterloo,ON,43.5,-80.5,1
7/4/2020,Port Matilda,PA,40.8,-78.1,1
7/4/2020,Plainview,TX,34.2,-101.7,2
7/4/2020,Allenton,WI,43.4,-88.4,3
7/4/2020,Burlington,WI,42.7,-88.3,1
7/4/2020,Town of Boulder Junction,WI,46.1,-89.6,1
7/5/2020,El Cajon,CA,32.8,-116.9,1
