Date,Town,State/Province,Latitude,Longitude,Number
9/2/2020,North Bend,PA,41.4,-77.7,1
9/2/2020,North Chili,NY,43.1,-77.8,2
9/2/2020,Northport,NY,40.9,-73.3,1
9/2/2020,Oklahoma City,OK,35.5,-97.6,1
9/2/2020,Oklahoma City,OK,35.5,-97.4,3
9/2/2020,Omaha,NE,41.3,-96,3
9/2/2020,Omro,WI,44,-88.7,1
9/2/2020,Ooltewah,TN,35.1,-85.1,1
9/2/2020,Ottawa,ON,45.5,-76,1
9/2/2020,Owasso,OK,36.3,-95.8,2
9/2/2020,Pooler,GA,32.1,-81.3,1
9/2/2020,Saint Louis,MO,38.7,-90.4,1
9/2/2020,Saint Paul,MN,44.9,-93.1,3
9/2/2020,Saint Paul,MN,44.9,-93.1,8
9/2/2020,Sarnia,ON,43,-82.4,5
9/2/2020,Saugatuck,MI,42.7,-86.2,2
9/2/2020,Seymour,TN,35.9,-83.7,1
9/2/2020,South China,ME,44.5,-69.5,6
9/2/2020,South Milwaukee,WI,42.9,-87.9,7
9/2/2020,St Catharines,ON,43.2,-79.3,3
9/2/2020,Stanfield,NC,35.2,-80.4,4
9/2/2020,Tay,ON,44.8,-79.7,1
9/2/2020,Thief River Falls,MN,48.1,-96.4,1
9/2/2020,Tiny,ON,44.9,-79.9,3
9/2/2020,Tiny,ON,44.7,-80,2
9/2/2020,Town of Arcade,NY,42.6,-78.4,1
9/2/2020,Town of Christiana,WI,43,-89.1,2
9/2/2020,Town of Northampton,NY,43.2,-74.2,40
9/2/2020,Tulsa,OK,36.1,-95.9,1
9/2/2020,Tulsa,OK,36.1,-95.9,1
9/2/2020,Tulsa,OK,36.1,-96,1
9/2/2020,Tulsa,OK,36.1,-95.9,1
9/2/2020,Tulsa,OK,36,-96.1,1
9/2/2020,Tulsa,OK,36.1,-95.9,1
9/2/2020,Tupelo,MS,34.2,-88.7,1
9/2/2020,Village of West Milwaukee,WI,43,-88,2
9/2/2020,Wake Forest,NC,36,-78.5,2
9/2/2020,Wake Forest,NC,36,-78.5,1
9/2/2020,Waterloo,QC,45.3,-72.5,1
9/2/2020,Westbrook,CT,41.3,-72.4,1
9/2/2020,Westfield,NJ,40.7,-74.3,1
9/2/2020,White Cloud,MI,43.6,-85.8,2
9/2/2020,Winston Salem,NC,36.1,-80.3,1
9/3/2020,Adairsville,GA,34.4,-84.9,2
9/3/2020,Annapolis,MD,38.9,-76.5,1
9/3/2020,Antioch,IL,42.4,-88.1,4
9/3/2020,Arcade,NY,42.5,-78.3,1
9/3/2020,Athens,GA,34,-83.4,1
9/3/2020,Ballston Spa,NY,43,-73.9,1
9/3/2020,Belleville,KS,39.8,-97.6,1
9/3/2020,Bigfork,MN,47.6,-93.8,2
9/3/2020,Boones Mill,VA,37.1,-79.9,1
9/3/2020,Boones Mill,VA,37.1,-80,1
9/3/2020,Brentwood,TN,36,-86.8,4
9/3/2020,Broken Arrow,OK,36,-95.8,1
9/3/2020,Buffalo,NY,42.8,-78.8,1
9/3/2020,Buffalo,NY,42.9,-78.8,1
9/3/2020,Carrollton,TX,33,-96.9,1
9/3/2020,Cary,NC,35.8,-78.8,1
9/3/2020,Chambersburg,PA,39.9,-77.6,1
9/3/2020,Chapman Twp,PA,41.3,-77.7,1
9/3/2020,Cherry Tree,PA,40.7,-78.8,1
9/3/2020,Cincinnati,OH,39.2,-84.4,1
9/3/2020,Cleveland,OH,41.5,-81.7,8
9/3/2020,Cleveland,TN,35.2,-84.9,1
9/3/2020,Columbus,OH,40,-83.1,1
9/3/2020,Converse,TX,29.5,-98.3,1
9/3/2020,Conway,AR,35.1,-92.4,1
9/3/2020,Corpus Christi,TX,27.8,-97.4,1
9/3/2020,Downs,KS,39.5,-98.5,2
9/3/2020,Dublin,TX,32,-98.4,1
9/3/2020,Dunbarton,NH,43.1,-71.5,1
9/3/2020,East Hartford,CT,41.8,-72.6,1
9/3/2020,Edmond,OK,35.7,-97.5,10
9/3/2020,Fort Pierce,FL,27.4,-80.3,2
9/3/2020,Fredericksburg,VA,38.3,-77.5,1
9/3/2020,Fredericksburg,VA,38.3,-77.5,1
9/3/2020,Fredericksburg,VA,38.3,-77.5,1
9/3/2020,Fredericksburg,VA,38.3,-77.5,1
9/3/2020,Geneva,NE,40.5,-97.6,1
9/3/2020,Grand Rapids,MI,42.9,-85.6,1
9/3/2020,Grass Lake,MI,42.3,-84.2,1
9/3/2020,Greater Sudbury,ON,46.5,-81,1
9/3/2020,Halton Hills,ON,43.6,-79.9,22
9/3/2020,Hardin,MT,45.7,-107.6,1
9/3/2020,Harrisburg,PA,40.3,-76.8,1
9/3/2020,Harrisonburg,VA,38.5,-78.9,2
9/3/2020,Hinsdale,IL,41.8,-87.9,1
9/3/2020,Holland Patent,NY,43.2,-75.3,1
9/3/2020,Holley,NY,43.2,-78.1,1
9/3/2020,Homer City,PA,40.5,-79.2,11
9/3/2020,Horse Shoe,NC,35.3,-82.6,2
9/3/2020,Horse Shoe,NC,35.3,-82.6,1
9/3/2020,Howe,OK,35,-94.6,3
9/3/2020,Inola,OK,36.2,-95.6,2
9/3/2020,Jefferson City,MO,38.6,-92.2,1
9/3/2020,Jenks,OK,36,-96,4
9/3/2020,Kansas City,MO,39.2,-94.5,1
9/3/2020,Kawartha Lakes,ON,44.4,-78.7,15
9/3/2020,La Crosse,WI,43.8,-91.1,1
9/3/2020,Lafayette,IN,40.4,-86.9,3
9/3/2020,Lanark Highlands,ON,45,-76.4,1
9/3/2020,Lawrence,MA,42.7,-71.2,2
9/3/2020,Louisville,KY,38.1,-85.9,3
9/3/2020,Loveland,CO,40.4,-105.2,2
9/3/2020,Loveland,OH,39.3,-84.2,3
9/3/2020,Mabel,MN,43.5,-91.9,6
9/3/2020,Manhattan,KS,39.2,-96.5,1
9/3/2020,Mannsville,NY,43.7,-76.2,21
9/3/2020,Manteno,IL,41.3,-87.8,1
9/3/2020,Mazomanie,WI,43.2,-89.8,2
9/3/2020,Mckinney,TX,33.2,-96.6,1
9/3/2020,Medina,NY,43.2,-78.4,1
9/3/2020,Middletown,MD,39.4,-77.6,1
9/3/2020,Minneapolis,MN,45,-93.2,1
9/3/2020,Minneapolis,MN,45,-93.4,2
9/3/2020,Minneapolis,MN,44.9,-93.3,2
9/3/2020,Minneapolis,MN,45,-93.2,4
9/3/2020,Minneapolis,MN,45,-93.2,4
9/3/2020,Moose Lake,MN,46.4,-92.7,1
9/3/2020,New Albany,OH,40.1,-82.8,2
9/3/2020,New Cumberland,PA,40.2,-76.9,1
9/3/2020,Newburgh,IN,37.9,-87.4,3
9/3/2020,Newton,NJ,41.1,-74.8,4
9/3/2020,Norman,OK,35.2,-97.5,1
9/3/2020,Norman,OK,35.2,-97.5,1
9/3/2020,North Reading,MA,42.6,-71.1,1
9/3/2020,Northern Bruce Peninsula,ON,45.2,-81.7,21
9/3/2020,Northfield,OH,41.3,-81.6,2
9/3/2020,Oakville,ON,43.5,-79.7,2
9/3/2020,Odenton,MD,39,-76.7,1
9/3/2020,Oklahoma City,OK,35.5,-97.6,1
9/3/2020,Oklahoma City,OK,35.3,-97.6,3
9/3/2020,Oklahoma City,OK,35.5,-97.6,1
9/3/2020,Oklahoma City,OK,35.5,-97.5,2
9/3/2020,Olathe,KS,38.9,-94.8,1
9/3/2020,Omaha,NE,41.2,-96.1,1
9/3/2020,Omaha,NE,41.2,-96.1,1
9/3/2020,Ooltewah,TN,35.1,-85.1,1
9/3/2020,Orchard Park,NY,42.8,-78.8,1
9/3/2020,Ottawa,ON,45.4,-75.7,4
9/3/2020,Ottawa,ON,45.4,-75.8,3
9/3/2020,Ottawa,ON,45.3,-75.8,4
9/3/2020,Overland Park,KS,38.9,-94.7,3
9/3/2020,Owasso,OK,36.3,-95.8,2
9/3/2020,Pinconning,MI,43.9,-84,2
9/3/2020,Pismo Beach,CA,35.1,-120.6,1
9/3/2020,Pittsford,NY,43.1,-77.5,2
9/3/2020,Plainview,TX,34.2,-101.7,4
9/3/2020,Plainwell,MI,42.4,-85.6,2
9/3/2020,Prairie Grove,AR,36,-94.3,1
9/3/2020,Pryor,OK,36.3,-95.3,1
9/3/2020,Reidsville,NC,36.4,-79.7,1
9/3/2020,Saint Paul,MN,44.9,-93.1,1
9/3/2020,Saint Paul,MN,44.9,-93.1,1
9/3/2020,Sand Springs,OK,36.1,-96.2,1
9/3/2020,Sarnia,ON,43,-82.4,4
9/3/2020,Severn,ON,44.8,-79.5,4
9/3/2020,Smyrna,TN,36,-86.5,1
9/3/2020,Soquel,CA,37,-121.9,1
9/3/2020,South China,ME,44.5,-69.5,2
9/3/2020,South Milwaukee,WI,42.9,-87.9,4
9/3/2020,St Catharines,ON,43.2,-79.2,2
9/3/2020,Stamford,TX,32.9,-99.9,6
9/3/2020,Standish,MI,43.9,-83.9,1
9/3/2020,Strasburg,VA,39,-78.3,1
9/3/2020,Sycamore,GA,31.6,-83.6,1
9/3/2020,Syracuse,NY,43,-76.2,2
9/3/2020,Tampa,FL,28,-82.5,4
9/3/2020,Tiny,ON,44.7,-80,6
9/3/2020,Tiny,ON,44.8,-80.1,2
9/3/2020,Tiny,ON,44.8,-80.1,1
9/3/2020,Town of Barton,VT,44.8,-72.2,3
9/3/2020,Tulsa,OK,36.1,-96,1
9/3/2020,Tulsa,OK,36.1,-95.9,1
9/3/2020,Tulsa,OK,36.2,-96,1
9/3/2020,Tulsa,OK,36.1,-95.9,1
9/3/2020,Uniontown,OH,41,-81.4,1
9/3/2020,Waterloo,ON,43.5,-80.5,3
9/3/2020,Waterloo,QC,45.3,-72.5,15
9/3/2020,Wayland,MA,42.4,-71.4,2
9/3/2020,Weatherford,OK,35.5,-98.7,3
9/3/2020,Westford,VT,44.6,-73,5
9/3/2020,Wheat Ridge,CO,39.8,-105.1,1
9/3/2020,Wichita,KS,37.7,-97.5,5
9/3/2020,Woonsocket,RI,42,-71.5,1
9/3/2020,Wynnewood,PA,40,-75.3,1
9/3/2020,Ypsilanti,MI,42.2,-83.6,1
9/4/2020,Allen Park,MI,42.2,-83.2,10
9/4/2020,Allen Park,MI,42.2,-83.2,10
9/4/2020,Alpharetta,GA,34.1,-84.2,1
9/4/2020,Alpine,TX,30.3,-103.6,1
9/4/2020,Ann Arbor,MI,42.3,-83.8,1
9/4/2020,Antioch,IL,42.4,-88.1,5
9/4/2020,Ashland City,TN,36.2,-87,1
9/4/2020,Athens,GA,34,-83.4,1
9/4/2020,Bancroft,ON,45,-77.8,1
9/4/2020,Bartlesville,OK,36.7,-95.9,1
9/4/2020,Batavia,NY,43,-78.1,1
9/4/2020,Belleville,KS,39.8,-97.6,1
9/4/2020,Bergen,NY,43.1,-77.9,1
9/4/2020,Bethesda,MD,39,-77.1,1
9/4/2020,Bloomfield,NJ,40.8,-74.2,1
9/4/2020,Bloomingdale,NJ,41,-74.3,1
9/4/2020,Bowie,MD,39,-76.7,1
9/4/2020,Broken Arrow,OK,36.1,-95.7,3
9/4/2020,Buda,TX,30.1,-97.8,1
9/4/2020,Buffalo,NY,42.9,-78.9,2
9/4/2020,Buffalo,NY,43,-78.8,4
9/4/2020,Cabot,AR,35,-92,1
9/4/2020,Canton,GA,34.2,-84.4,1
9/4/2020,Carriere,MS,30.6,-89.7,1
9/4/2020,Center Conway,NH,44.2,-71,4
9/4/2020,Champaign,IL,40.1,-88.3,1
9/4/2020,Chapel Hill,NC,35.9,-79.1,1
9/4/2020,Chapel Hill,NC,35.9,-79.1,1
9/4/2020,Chapel Hill,NC,35.9,-79.1,1
9/4/2020,Cincinnati,OH,39.2,-84.4,1
9/4/2020,Cincinnati,OH,39.2,-84.4,1
9/4/2020,Cincinnati,OH,39.2,-84.5,2
9/4/2020,Cincinnati,OH,39.1,-84.6,1
9/4/2020,Cincinnati,OH,39.3,-84.4,1
9/4/2020,Cleveland,OH,41.5,-81.7,4
9/4/2020,Clovis,NM,34.4,-103.2,2
9/4/2020,Columbus,OH,40,-83,1
9/4/2020,Dacula,GA,34,-83.9,1
9/4/2020,Davidson,NC,35.5,-80.8,1
9/4/2020,Douglas,MA,42,-71.7,1
9/4/2020,Eaton Rapids,MI,42.5,-84.7,2
9/4/2020,Eau Claire,PA,41.1,-79.8,1
9/4/2020,Edmond,OK,35.6,-97.5,8
9/4/2020,Elk Grove Village,IL,42,-88,1
9/4/2020,Enfield,NH,43.6,-72.2,4
9/4/2020,Euclid,OH,41.6,-81.5,3
9/4/2020,Fenton,MI,42.7,-83.7,1
9/4/2020,Fergus Falls,MN,46.3,-96.1,29
9/4/2020,Frederick,MD,39.4,-77.4,2
9/4/2020,Grand Rapids,MI,43,-85.7,2
9/4/2020,Grand Rapids,MI,43,-85.7,2
9/4/2020,Greensboro,NC,36.1,-79.8,1
9/4/2020,Greenville,SC,34.7,-82.3,2
9/4/2020,Griffith,IN,41.5,-87.4,4
9/4/2020,Halifax,PA,40.5,-76.9,1
9/4/2020,Harriman,TN,35.9,-84.6,1
9/4/2020,Harrisville,MI,44.6,-83.3,7
9/4/2020,Henderson,KY,37.8,-87.6,2
9/4/2020,Hinsdale,IL,41.8,-87.9,1
9/4/2020,Hummelstown,PA,40.2,-76.7,1
9/4/2020,Huntersville,NC,35.4,-80.9,1
9/4/2020,Indianapolis,IN,39.8,-86.1,4
9/4/2020,Itasca,IL,42,-88,1
9/4/2020,Jefferson City,MO,38.6,-92.2,2
9/4/2020,Jones,OK,35.6,-97.4,3
9/4/2020,Kansas City,MO,39,-94.5,1
9/4/2020,Lakewood,OH,41.5,-81.8,1
9/4/2020,Lanark Highlands,ON,45,-76.4,2
9/4/2020,LaSalle,ON,42.2,-83.1,1
9/4/2020,LaSalle,ON,42.2,-83.1,1
9/4/2020,Laval,QC,45.6,-73.7,2
9/4/2020,Lees Summit,MO,38.9,-94.4,1
9/4/2020,Lenexa,KS,39,-94.7,1
9/4/2020,Lorain,OH,41.5,-82.2,1
9/4/2020,Louisville,KY,38.3,-85.6,2
9/4/2020,Loveland,OH,39.3,-84.2,3
9/4/2020,Lusby,MD,38.4,-76.5,1
9/4/2020,Mabel,MN,43.5,-91.9,19
9/4/2020,Mannford,OK,36.1,-96.3,1
9/4/2020,Meredith,NH,43.7,-71.5,4
9/4/2020,Milwaukee,WI,43.1,-88,1
9/4/2020,Milwaukee,WI,43.1,-87.9,1
9/4/2020,Minneapolis,MN,45,-93.2,1
9/4/2020,Minneapolis,MN,45,-93.2,1
9/4/2020,Minneapolis,MN,45,-93.2,1
9/4/2020,Minneapolis,MN,45,-93.2,1
9/4/2020,Minneapolis,MN,44.9,-93.3,3
9/4/2020,Minneapolis,MN,45,-93.2,4
9/4/2020,Morgantown,WV,39.6,-80,15
9/4/2020,New Braunfels,TX,29.7,-98.1,1
9/4/2020,New Cumberland,PA,40.2,-76.9,2
9/4/2020,New York,NY,40.8,-74,1
9/4/2020,Newton,NJ,41.1,-74.8,7
9/4/2020,Norman,OK,35.2,-97.4,2
9/4/2020,Northern Bruce Peninsula,ON,44.9,-81.4,15
9/4/2020,Northern Bruce Peninsula,ON,45,-81.4,1
9/4/2020,Okatie,SC,32.3,-81,1
9/4/2020,Omro,WI,44.1,-88.8,1
9/4/2020,Ooltewah,TN,35.1,-85.1,1
9/4/2020,Orangeburg,SC,33.5,-80.9,1
9/4/2020,Ottawa,ON,45.4,-75.8,2
9/4/2020,Ottawa,ON,45.4,-76.1,3
9/4/2020,Owasso,OK,36.3,-95.8,2
9/4/2020,Oxford,OH,39.5,-84.8,1
9/4/2020,Ozark,AR,35.4,-93.8,1
9/4/2020,Pekin,IL,40.6,-89.6,1
9/4/2020,Penn Yan,NY,42.6,-77.1,2
9/4/2020,Piedmont,SC,34.7,-82.5,1
9/4/2020,Plainview,NY,40.8,-73.5,1
9/4/2020,Port Kent,NY,44.5,-73.4,3
9/4/2020,Pottstown,PA,40.2,-75.6,1
9/4/2020,Pottstown,PA,40.2,-75.6,1
9/4/2020,Ridgewood,NJ,41,-74.1,1
9/4/2020,Rockaway,NJ,40.9,-74.5,2
9/4/2020,Saint Paul,MN,44.9,-93.1,8
9/4/2020,Saint Paul,MN,44.9,-93.1,11
9/4/2020,Saint Paul,MN,45.1,-93.2,1
9/4/2020,Saint Paul,MN,45,-92.9,2
9/4/2020,Sandusky,OH,41.5,-82.7,2
9/4/2020,Sarnia,ON,43,-82.4,3
9/4/2020,Selinsgrove,PA,40.8,-76.9,1
9/4/2020,Seymour,IN,39,-85.8,1
9/4/2020,Seymour,TN,35.9,-83.7,1
9/4/2020,Sims,NC,35.7,-78.1,1
9/4/2020,South Milwaukee,WI,42.9,-87.9,6
9/4/2020,South Windsor,CT,41.8,-72.5,1
9/4/2020,Springdale,AR,36.1,-94.1,2
9/4/2020,Springfield,IL,39.8,-89.6,6
9/4/2020,Sterling,NY,43.4,-76.7,20
9/4/2020,Tahlequah,OK,35.9,-95,1
9/4/2020,Texarkana,TX,33.5,-94.1,1
9/4/2020,Thomas,OK,35.7,-98.6,1
9/4/2020,Town of Edinburg,NY,43.2,-74.1,9
9/4/2020,Town of Jerusalem,NY,42.6,-77.1,2
9/4/2020,Town of Norway,ME,44.3,-70.6,1
9/4/2020,Town of Scipio,NY,42.8,-76.5,6
9/4/2020,Tulsa,OK,36.1,-95.9,1
9/4/2020,Tulsa,OK,36.1,-96,1
9/4/2020,Tulsa,OK,36.1,-95.9,1
9/4/2020,Tweed,ON,44.5,-77.3,40
9/4/2020,Two Harbors,MN,47.1,-91.5,32
9/4/2020,Two Harbors,MN,47.1,-91.5,32
9/4/2020,Wake Forest,NC,36,-78.5,2
9/4/2020,Walker,MN,47.1,-94.5,8
9/4/2020,Walker,MN,47.1,-94.5,2
9/4/2020,Waterloo,ON,43.5,-80.5,3
9/4/2020,Waterloo,QC,45.3,-72.5,3
9/4/2020,Waukegan,IL,42.4,-87.8,1
9/4/2020,Waukegan,IL,42.4,-87.8,1
9/4/2020,West Columbia,SC,34,-81.1,8
9/4/2020,West Dennis,MA,41.7,-70.2,3
9/4/2020,York,PA,39.9,-76.7,1
9/5/2020,Admaston/Bromley,ON,45.4,-76.8,2
9/5/2020,Annapolis,MD,38.9,-76.5,2
9/5/2020,Annapolis,MD,38.9,-76.5,3
9/5/2020,Antioch,IL,42.4,-88.1,6
9/5/2020,Apex,NC,35.8,-78.9,3
9/5/2020,Apex,NC,35.8,-78.9,1
9/5/2020,Apex,NC,35.8,-78.9,1
9/5/2020,Asheville,NC,35.5,-82.6,1
9/5/2020,Athens,GA,34,-83.4,1
9/5/2020,Baileys Harbor,WI,45,-87.1,5
9/5/2020,Bangor,ME,44.8,-68.8,2
9/5/2020,Bartlesville,OK,36.7,-95.9,1
9/5/2020,Bellaire,MI,45,-85.2,2
9/5/2020,Belleville,ON,44.2,-77.4,7
9/5/2020,Belleville,ON,44.2,-77.4,7
9/5/2020,Bellville,OH,40.6,-82.5,3
9/5/2020,Berkley,MA,41.8,-71,1
9/5/2020,Brébeuf,QC,46.1,-74.6,6
9/5/2020,Buffalo,NY,42.9,-78.8,1
9/5/2020,Buffalo Junction,VA,36.6,-78.6,1
9/5/2020,Burlington,CT,41.8,-73,6
9/5/2020,Cambridge,WI,43,-89,1
9/5/2020,Canton,MI,42.3,-83.5,1
9/5/2020,Cedar Grove,WV,38.2,-81.4,1
9/5/2020,Chapel Hill,NC,35.9,-79.1,1
9/5/2020,Chapel Hill,NC,35.9,-79.1,1
9/5/2020,Charleston,SC,32.8,-80.1,35
9/5/2020,Columbus,OH,40,-83,1
9/5/2020,Columbus,OH,40,-83.1,1
9/5/2020,Crystal Lake,IL,42.2,-88.3,1
9/5/2020,Cumberland,MD,39.7,-78.8,1
9/5/2020,Davenport,IA,41.5,-90.6,2
9/5/2020,Decatur,GA,33.8,-84.3,1
9/5/2020,Detroit,MI,42.4,-83.1,2
9/5/2020,Duncan,OK,34.5,-98,3
9/5/2020,Edmond,OK,35.7,-97.5,5
9/5/2020,Edmond,OK,35.6,-97.5,2
9/5/2020,Edmond,OK,35.6,-97.5,20
9/5/2020,Elk Grove Village,IL,42,-88.1,1
9/5/2020,Fairfield,PA,39.8,-77.4,3
9/5/2020,Fish Springs NWR,UT,39.9,-113.4,12
9/5/2020,Forbes,MN,47.3,-92.6,1
9/5/2020,Gore,QC,45.8,-74.2,1
9/5/2020,Grand Rapids,MI,43,-85.7,5
9/5/2020,Granville,NY,43.5,-73.3,1
9/5/2020,Grawn,MI,44.6,-85.7,1
9/5/2020,Grayslake,IL,42.3,-88,1
9/5/2020,Greene,NY,42.4,-75.9,1
9/5/2020,Greenville,SC,34.7,-82.3,1
9/5/2020,Grovetown,GA,33.5,-82.2,4
9/5/2020,Hammond,IN,41.6,-87.4,7
9/5/2020,Hampton,NH,42.9,-70.8,50
9/5/2020,Harrisville,MI,44.6,-83.3,1
9/5/2020,Hooksett,NH,43,-71.4,2
9/5/2020,Hudson,WI,45,-92.7,1
9/5/2020,Huntington,WV,38.4,-82.4,1
9/5/2020,Interlochen,MI,44.6,-85.8,1
9/5/2020,Itasca,IL,42,-88,1
9/5/2020,Jamestown,KY,36.9,-85.1,12
9/5/2020,Jordan,NY,43.1,-76.5,1
9/5/2020,Kawartha Lakes,ON,44.4,-78.7,3
9/5/2020,Kendall,NY,43.3,-78,1
9/5/2020,Kenner,LA,30,-90.3,1
9/5/2020,Kewadin,MI,44.9,-85.4,5
9/5/2020,Keyport,NJ,40.4,-74.2,1
9/5/2020,Kittery Point,ME,43,-70.6,1
9/5/2020,Laconia,NH,43.5,-71.5,4
9/5/2020,Lake Cormorant,MS,34.9,-90.1,1
9/5/2020,Lenexa,KS,39,-94.7,3
9/5/2020,Lexington,NC,35.7,-80.2,3
9/5/2020,Little Elm,TX,33.2,-97,3
9/5/2020,Lombard,IL,41.9,-88,4
9/5/2020,Lusby,MD,38.4,-76.5,1
9/5/2020,Manassas,VA,38.8,-77.5,1
9/5/2020,Manchester,MI,42.2,-83.9,2
9/5/2020,Mankato,MN,44.2,-94,1
9/5/2020,Mannsville,NY,43.7,-76.2,3
9/5/2020,Marblehead,OH,41.5,-82.7,9
9/5/2020,Marlette,MI,43.3,-83.1,6
9/5/2020,Mcdonough,GA,33.4,-84.1,1
9/5/2020,Melbourne,IA,41.9,-93.1,14
9/5/2020,Meredith,NH,43.7,-71.5,2
9/5/2020,Milton,WI,42.8,-88.9,2
9/5/2020,Milwaukee,WI,43.1,-88,1
9/5/2020,Minneapolis,MN,45,-93.2,2
9/5/2020,Minneapolis,MN,45,-93.2,3
9/5/2020,Minneapolis,MN,45,-93.2,2
9/5/2020,Minneapolis,MN,45.2,-93.3,1
9/5/2020,Minneapolis,MN,44.9,-93.4,6
9/5/2020,Minneapolis,MN,44.9,-93.3,8
9/5/2020,Minneapolis,MN,45,-93.2,4
9/5/2020,Mono,ON,44.1,-80.1,1
9/5/2020,Morehead,KY,38.2,-83.4,2
9/5/2020,Murray,KY,36.7,-88.3,1
9/5/2020,Murray,KY,36.7,-88.3,1
9/5/2020,Nashville,TN,36.2,-86.7,1
9/5/2020,Nashville,TN,36.2,-86.8,2
9/5/2020,Nashville,TN,36.2,-86.8,1
9/5/2020,New Berlin,WI,43,-88.1,2
9/5/2020,New York,NY,40.7,-74,2
9/5/2020,Oak Island,NC,33.9,-78.1,1
9/5/2020,Odenton,MD,39,-76.7,1
9/5/2020,Oklahoma City,OK,35.4,-97.5,2
9/5/2020,Oklahoma City,OK,35.5,-97.6,3
9/5/2020,Old Orchard Beach,ME,43.5,-70.4,14
9/5/2020,Olton,TX,34.2,-102.1,2
9/5/2020,Omaha,NE,41.2,-96.1,2
9/5/2020,Ooltewah,TN,35.1,-85.1,1
9/5/2020,Ottawa,ON,45.4,-75.8,2
9/5/2020,Oxnard,CA,34.2,-119.2,6
9/5/2020,Ozark,AR,35.4,-93.8,1
9/5/2020,Pelham,NH,42.7,-71.4,1
9/5/2020,Pittsburgh,PA,40.4,-80,1
9/5/2020,Port Clinton,OH,41.5,-82.9,1
9/5/2020,Port Clinton,OH,41.5,-82.9,1
9/5/2020,Reston,VA,38.9,-77.3,1
9/5/2020,Rockwood,TN,35.9,-84.7,1
9/5/2020,Saint Louis,MO,38.4,-90.3,3
9/5/2020,Salvisa,KY,37.9,-84.8,1
9/5/2020,Sand Springs,OK,36.1,-96.3,4
9/5/2020,Sandstone,MN,46.1,-92.9,1
9/5/2020,Savannah,GA,32.1,-81.1,2
9/5/2020,Seymour,TN,35.9,-83.7,1
9/5/2020,Sheboygan,WI,43.7,-87.7,12
9/5/2020,Sheboygan,WI,43.7,-87.7,12
9/5/2020,Sheboygan,WI,43.7,-87.7,12
9/5/2020,Soledad,CA,36.4,-121.3,1
9/5/2020,South Milwaukee,WI,42.9,-87.9,4
9/5/2020,Springfield,MO,37.3,-93.3,1
9/5/2020,Steuben,ME,44.4,-67.9,4
9/5/2020,Swampscott,MA,42.5,-70.9,1
9/5/2020,Syracuse,NY,43,-76.2,1
9/5/2020,Terre Haute,IN,39.5,-87.4,1
9/5/2020,Tiny,ON,44.7,-80,6
9/5/2020,Tiny,ON,44.9,-79.9,6
9/5/2020,Toronto,ON,43.6,-79.4,1
9/5/2020,Toronto,ON,43.7,-79.4,14
9/5/2020,Town of Bethel,VT,43.8,-72.7,6
9/5/2020,Town of Mazomanie,WI,43.2,-89.8,7
9/5/2020,Town of North Hero,VT,44.8,-73.3,20
9/5/2020,Tulsa,OK,36.1,-96,2
9/5/2020,Tulsa,OK,36,-95.9,1
9/5/2020,Tulsa,OK,36.1,-95.9,1
9/5/2020,Tulsa,OK,36.1,-95.9,1
9/5/2020,Tulsa,OK,36.2,-96,1
9/5/2020,Union,KY,38.9,-84.7,1
9/5/2020,Upperstrasburg,PA,40.1,-77.7,2
9/5/2020,Valdosta,GA,30.9,-83.3,1
9/5/2020,Verona,WI,43.1,-89.6,2
9/5/2020,Wake Forest,NC,36,-78.5,1
9/5/2020,Warr Acres,OK,35.5,-97.6,2
9/5/2020,Water Valley,MS,34.1,-89.7,35
9/5/2020,Waterloo,QC,45.3,-72.5,4
9/5/2020,Westland,MI,42.3,-83.4,8
9/5/2020,Wichita,KS,37.7,-97.3,2
9/5/2020,Wilmington,IL,41.3,-88.1,1
9/5/2020,Windsor,ON,42.3,-83,5
9/5/2020,Woodward,OK,36.4,-99.4,3
9/5/2020,Wright,MN,46.7,-92.9,2
9/5/2020,Wright,MN,46.7,-92.9,2
9/6/2020,Amber,OK,35.1,-97.9,4
9/6/2020,Antioch,IL,42.4,-88.1,6
9/6/2020,Apex,NC,35.8,-78.9,4
9/6/2020,Asheville,NC,35.6,-82.6,1
9/6/2020,Aspermont,TX,33.1,-100.2,35
9/6/2020,Athens,GA,34,-83.4,1
9/6/2020,Ballinger,TX,31.7,-99.9,2
9/6/2020,Bartlesville,OK,36.7,-95.9,1
9/6/2020,Belleville,KS,39.8,-97.6,1
9/6/2020,Belmont,MI,43.1,-85.6,8
9/6/2020,Binghamton,NY,42.1,-75.9,5
9/6/2020,Bloomingdale,NJ,41,-74.3,1
9/6/2020,Boerne,TX,29.8,-98.7,2
9/6/2020,Boones Mill,VA,37.1,-79.9,1
9/6/2020,Brantford,ON,43.1,-80.3,10
9/6/2020,Brownsville,VT,43.5,-72.5,2
9/6/2020,Canandaigua,NY,42.9,-77.3,1
9/6/2020,Chatham,MA,41.7,-70,3
9/6/2020,Chesapeake,VA,36.7,-76.3,1
9/6/2020,Columbus,OH,40,-83,1
9/6/2020,Corpus Christi,TX,27.8,-97.4,1
9/6/2020,Dacula,GA,34,-83.9,2
9/6/2020,Dacula,GA,33.9,-83.9,2
9/6/2020,Dallas,TX,32.8,-96.7,1
9/6/2020,Discovery Bay,CA,37.9,-121.6,2
9/6/2020,East Falmouth,MA,41.6,-70.5,2
