"","GeoFIPS","Year","All industry total"," Private industries","Ag","  Mining, quarrying, and oil and gas extraction","  Utilities","  Construction","  Manufacturing","   Durable goods manufacturing","   Nondurable goods manufacturing","  Wholesale trade","  Retail trade","  Transportation and warehousing","  Information","  Finance, insurance, real estate, rental, and leasing","   Finance and insurance","   Real estate and rental and leasing","  Professional and business services","   Professional, scientific, and technical services","   Management of companies and enterprises","   Administrative and support and waste management and remediation services","  Educational services, health care, and social assistance","   Educational services","   Health care and social assistance","  Arts, entertainment, recreation, accommodation, and food services","   Arts, entertainment, and recreation","   Accommodation and food services","  Other services (except government and government enterprises)","Government and government enterprises","Natural resources and mining","Trade","Transportation and utilities","Manufacturing and information","Private goods-producing industries 2/","Private services-providing industries 3/"
"965"," ""20101""",2015,156353,142876,NA,7132,2820,NA,96,96,0,18016,NA,NA,NA,16061,3645,12416,1835,NA,0,NA,NA,29,NA,503,NA,NA,NA,13477,NA,NA,NA,NA,96808,46068
"966"," ""20101""",2016,162468,149296,NA,5171,2972,NA,64,59,5,16726,NA,NA,NA,16731,3675,13056,1528,NA,0,NA,NA,27,NA,401,NA,NA,1208,13172,NA,NA,NA,NA,102272,47025
"967"," ""20101""",2017,135720,121671,NA,6538,2929,NA,7,7,0,16729,NA,NA,NA,18420,5944,12476,1586,NA,0,NA,NA,19,NA,412,NA,NA,1133,14049,NA,NA,NA,NA,71310,50361
"968"," ""20101""",2018,135205,121086,NA,7385,2927,NA,93,37,56,16901,NA,NA,NA,20866,6733,14134,1494,NA,0,NA,73,16,57,473,NA,NA,1044,14119,NA,NA,NA,NA,66355,54731
"969"," ""20101""",2019,131477,117368,NA,5980,2981,NA,98,45,53,16624,NA,NA,NA,24336,7097,17239,1537,NA,0,NA,76,17,59,537,NA,NA,NA,14109,NA,NA,NA,NA,58354,59013
"970"," ""20103""",2001,1443417,756854,1293,578,NA,82343,45141,30448,14693,NA,73035,16289,57352,205135,55553,149582,115037,75728,NA,NA,82886,NA,NA,24201,2656,21546,38866,686562,1871,NA,NA,102492,129354,627500
"971"," ""20103""",2002,1557984,819698,3756,586,NA,75061,83834,32842,50992,NA,79756,16727,22267,231832,61113,170720,131468,89950,NA,NA,89651,NA,NA,25759,2838,22921,43628,738286,4342,NA,NA,106101,163237,656460
"972"," ""20103""",2003,1646834,856973,1189,679,NA,88785,87510,NA,NA,NA,89610,16416,24398,236679,61501,175178,129507,88946,NA,NA,93765,NA,NA,27195,2955,24239,44488,789861,1868,NA,NA,111908,178163,678811
"973"," ""20103""",2004,1774294,936032,NA,958,NA,102179,95423,NA,NA,NA,91032,18917,27682,257948,60303,197645,139757,88251,7008,44499,98101,13548,84553,28541,3060,25481,48079,838262,NA,NA,NA,123104,NA,NA
"974"," ""20103""",2005,1843828,983298,522,1865,2569,113440,93311,NA,NA,19146,93541,19782,25579,267952,62470,205482,166100,105151,6866,54083,99911,NA,NA,28765,3171,25594,50818,860530,2387,112687,22350,118890,209137,774161
"975"," ""20103""",2006,1953665,1003991,1083,1466,2599,103080,103230,NA,NA,21290,92769,19861,23748,273004,67210,205794,183619,122251,10073,51294,99190,NA,NA,27995,2921,25073,51056,949674,2550,114059,22459,126978,208861,795130
"976"," ""20103""",2007,2023037,1012865,NA,1560,NA,97700,104103,49010,55094,NA,94338,19824,22112,295862,77032,218829,172443,123139,9477,39827,103326,17235,86091,27838,2023,25814,50515,1010172,NA,NA,NA,126215,NA,NA
"977"," ""20103""",2008,2149483,1093691,NA,2061,NA,114311,95520,NA,NA,NA,96571,21348,21216,314156,76102,238054,204162,149385,11288,43490,117592,21245,96347,30580,2233,28347,48280,1055791,NA,NA,NA,116736,NA,NA
"978"," ""20103""",2009,2295297,1131121,NA,1558,NA,124932,92087,NA,NA,NA,104007,20885,22813,319649,72768,246880,210908,154745,11665,44499,126425,27682,98743,32824,2345,30479,47957,1164175,NA,NA,NA,114900,NA,NA
"979"," ""20103""",2010,2447374,1121013,NA,1588,NA,107081,95954,43130,52824,NA,107594,20873,19273,338311,75427,262884,195612,139221,11273,45119,124541,23174,101367,34579,2302,32277,49217,1326361,NA,NA,NA,115226,NA,NA
"980"," ""20103""",2011,2532673,1147023,NA,1561,NA,93406,96338,45935,50403,NA,114917,20375,17776,369321,85837,283484,186107,129024,10208,46875,127033,23607,103426,38145,2162,35982,51222,1385650,NA,NA,NA,114114,NA,NA
"981"," ""20103""",2012,2576059,1192156,NA,1754,NA,90221,96382,45830,50552,NA,117187,23025,19984,393149,91912,301237,199464,144440,10427,44597,123693,21657,102035,40295,2167,38128,53736,1383903,NA,NA,NA,116366,NA,NA
"982"," ""20103""",2013,2574233,1218697,NA,2414,NA,94381,104371,51756,52615,NA,119079,26735,24405,380763,88187,292576,209220,151640,11237,46342,119780,24220,95560,44346,2561,41785,51670,1355536,NA,NA,NA,128776,NA,NA
"983"," ""20103""",2014,2633204,1268385,NA,2295,NA,102576,96386,51512,44874,NA,125429,27928,26323,424492,104657,319835,209362,150370,10314,48678,113365,26149,87216,47575,2991,44584,53631,1364818,NA,NA,NA,122709,NA,NA
"984"," ""20103""",2015,2713874,1357635,NA,584,NA,102955,106783,58687,48096,NA,133176,31807,20498,443573,100500,343073,236711,173439,12775,50497,127176,28545,98630,54819,3553,51267,55720,1356239,NA,NA,NA,127281,NA,NA
"985"," ""20103""",2016,2734408,1423001,NA,656,NA,105453,117752,62862,54890,NA,139084,33328,19095,489193,119332,369862,231514,171204,10838,49472,130720,31148,99573,60418,3811,56608,58342,1311407,NA,NA,NA,136847,NA,NA
"986"," ""20103""",2017,2778197,1431195,NA,810,NA,112674,135255,74391,60864,NA,134589,32409,21576,475152,117667,357485,209557,142311,15224,52021,134519,33415,101104,66505,5895,60610,63337,1347003,NA,NA,NA,156830,NA,NA
"987"," ""20103""",2018,2910766,1506047,NA,603,NA,118337,140683,75908,64775,NA,135396,39132,20553,525970,127845,398125,210570,139926,15335,55309,138299,35174,103125,69483,6482,63001,68533,1404719,NA,NA,NA,161236,NA,NA
"988"," ""20103""",2019,2987050,1531766,NA,579,NA,131263,133108,63834,69274,NA,141811,42373,24778,515611,121160,394450,201451,131028,17010,53414,148660,35211,113449,71889,7445,64445,73223,1455284,NA,NA,NA,157886,NA,NA
"989"," ""20105""",2001,52092,37007,9492,40,14,2223,1081,616,466,2486,3787,1021,NA,11378,3505,7873,1204,611,0,593,1972,57,1915,941,NA,NA,NA,15085,9532,6273,1035,NA,12837,24170
"990"," ""20105""",2002,46425,30811,746,51,28,2514,1358,1117,242,2670,3782,875,NA,12568,4024,8544,1355,751,0,604,2059,59,2000,1046,NA,NA,NA,15614,797,6452,904,NA,4669,26141
"991"," ""20105""",2003,62723,47409,NA,68,24,2833,NA,NA,309,2871,3318,625,NA,12286,NA,NA,1404,663,0,741,2130,52,2078,1108,NA,NA,NA,15314,NA,6189,649,1246,21645,25764
"992"," ""20105""",2004,60505,44482,NA,78,13,3422,NA,NA,53,3200,3101,464,NA,11643,NA,NA,1365,567,0,799,1061,33,1028,1055,NA,NA,NA,16023,NA,6301,477,1086,20295,24187
"993"," ""20105""",2005,61784,45411,NA,79,0,3851,NA,NA,14,NA,2756,NA,NA,11589,NA,NA,1435,525,0,910,NA,25,NA,908,NA,NA,1846,16373,NA,NA,NA,1370,19573,25838
"994"," ""20105""",2006,69130,52110,NA,94,0,3041,NA,NA,168,4433,2713,1342,NA,16324,2646,13678,1730,750,0,980,2136,21,2115,754,39,715,NA,17020,NA,7146,1342,2792,20700,31410
"995"," ""20105""",2007,90450,72687,NA,109,0,3905,NA,NA,175,4692,2884,1560,NA,20130,3099,17031,1763,682,0,1081,NA,29,NA,668,NA,NA,1456,17763,NA,7576,1560,4209,36877,35810
"996"," ""20105""",2008,116412,97596,NA,83,9426,5089,NA,NA,239,5245,2871,NA,NA,17910,3276,14634,2005,1011,0,994,2437,31,2406,701,NA,NA,NA,18816,NA,8117,NA,6841,52323,45273
"997"," ""20105""",2009,91346,72891,NA,81,7492,5646,NA,NA,606,5738,2695,NA,NA,19217,3161,16056,1589,NA,NA,892,2698,36,2662,608,NA,NA,NA,18456,NA,8433,NA,6625,29326,43565
"998"," ""20105""",2010,122013,102811,NA,244,34951,5579,NA,NA,960,6906,2656,NA,NA,19398,2619,16779,2001,NA,NA,1119,2755,42,2713,595,NA,NA,NA,19202,NA,9562,NA,5081,29313,73498
"999"," ""20105""",2011,140193,119354,NA,135,40940,7298,NA,NA,952,7931,2508,NA,NA,20262,2978,17284,2111,NA,NA,1245,2831,26,2805,622,NA,NA,NA,20839,NA,10439,NA,4164,38282,81072
"1000"," ""20105""",2012,130574,109363,NA,0,38026,8517,NA,NA,503,8705,2521,NA,NA,21881,NA,NA,2042,NA,NA,1169,2789,48,2741,NA,NA,596,2245,21211,NA,11225,NA,3642,28647,80715
"1001"," ""20105""",2013,136746,114980,NA,0,40711,7142,NA,NA,264,10306,2391,NA,NA,20764,NA,NA,2410,NA,NA,1202,2576,44,2532,567,NA,NA,NA,21766,NA,12698,NA,2971,31160,83821
"1002"," ""20105""",2014,130087,107753,NA,0,39898,7909,NA,NA,475,9712,2274,NA,NA,22035,NA,NA,2870,NA,NA,1149,2430,47,2383,565,45,520,NA,22334,NA,11986,NA,2940,24340,83414
"1003"," ""20105""",2015,128679,105922,NA,0,40892,5309,NA,NA,751,8889,2311,NA,NA,22319,3373,18946,2472,NA,NA,1195,2274,23,2251,NA,17,NA,NA,22757,NA,11200,NA,4469,21560,84362
"1004"," ""20105""",2016,121785,99233,4179,0,42304,NA,NA,NA,247,7460,2596,NA,NA,23605,3568,20037,1794,NA,NA,1140,NA,20,NA,596,5,591,2647,22552,4179,10056,NA,4287,13184,86049
"1005"," ""20105""",2017,121565,98798,4318,0,39501,NA,NA,NA,212,8130,2874,NA,NA,24195,3821,20374,2023,NA,NA,1330,NA,56,NA,601,0,601,3261,22767,4318,11005,NA,4924,12283,86516
"1006"," ""20105""",2018,125446,101807,NA,0,32594,5170,NA,NA,161,8326,3019,NA,NA,26516,3659,22857,NA,791,0,NA,3222,55,3167,786,19,767,3609,23639,NA,11345,NA,4684,17801,84005
"1007"," ""20105""",2019,129367,104728,NA,0,19076,4515,NA,NA,158,8400,3111,NA,NA,31731,3689,28042,NA,819,0,NA,3336,57,3279,755,19,736,NA,24639,NA,11511,NA,5341,28525,76203
"1008"," ""20107""",2001,316520,288735,4117,3194,210039,11064,4292,3608,685,1872,9357,NA,1151,29470,NA,NA,2014,1256,0,758,2970,81,2889,NA,72,NA,5655,27784,7311,11229,NA,5443,22668,266068
"1009"," ""20107""",2002,343632,313906,5472,3540,230293,10679,4065,3712,354,1988,9530,NA,877,31999,NA,NA,2726,1513,0,1212,2962,83,2879,NA,77,NA,6336,29725,9012,11518,NA,4943,23757,290150
"1010"," ""20107""",2003,363375,332101,2322,4251,250389,11483,2998,2898,101,2211,9597,NA,1419,30993,NA,NA,2528,1298,0,1230,4353,136,4217,NA,71,NA,6146,31274,6573,11808,NA,4417,21054,311047
"1011"," ""20107""",2004,408162,375521,11149,4517,284078,12984,3122,2995,126,2487,9743,NA,NA,30154,NA,NA,NA,NA,0,1173,2613,139,2474,1454,NA,NA,NA,32641,15667,12229,NA,NA,31773,343748
"1012"," ""20107""",2005,371957,338603,6561,5443,248395,12420,2856,2606,250,2449,10625,NA,NA,30902,NA,NA,NA,1520,0,NA,2659,195,2464,1182,NA,NA,7880,33354,12004,13073,NA,NA,27281,311322
"1013"," ""20107""",2006,426327,392300,1054,8557,293257,16223,3460,NA,NA,2735,11796,NA,2151,35213,NA,NA,2172,NA,0,NA,2946,184,2762,NA,NA,NA,8439,34027,9611,14531,NA,5611,29294,363006
"1014"," ""20107""",2007,435616,399682,NA,10278,297686,12809,3127,NA,NA,2190,11756,NA,2646,41590,NA,NA,2621,1965,0,656,2704,346,2358,935,3,932,7837,35934,NA,13946,NA,5773,NA,NA
"1015"," ""20107""",2008,453907,417927,983,10431,317119,13556,2691,NA,NA,3499,11050,NA,3151,39677,NA,NA,2986,2173,0,813,NA,NA,NA,1265,1,1264,7249,35980,11413,14549,NA,5842,27660,390267
"1016"," ""20107""",2009,501940,466306,4172,9592,358046,13092,5936,NA,NA,NA,10624,1548,3309,41120,NA,NA,3400,2272,0,1129,NA,NA,NA,1420,0,1420,6690,35634,13765,NA,359593,9245,32793,433513
"1017"," ""20107""",2010,520288,484268,1257,13590,373970,10137,6649,NA,NA,4002,11223,NA,3170,42665,NA,NA,NA,NA,NA,NA,2717,501,2216,1540,0,1540,7675,36020,14847,15225,NA,9818,31633,452635
"1018"," ""20107""",2011,549534,512902,879,7819,400376,9828,12990,NA,NA,3617,11382,NA,3483,44819,NA,NA,NA,NA,NA,2023,2457,211,2246,1318,0,1318,7913,36632,8698,14998,NA,16473,31516,481385
"1019"," ""20107""",2012,570734,533297,693,8160,418438,15746,5167,NA,NA,3722,12596,NA,NA,46048,NA,NA,6321,NA,0,NA,NA,98,NA,1278,13,1265,8373,37436,8853,16318,NA,NA,29766,503531
"1020"," ""20107""",2013,521449,482266,2200,8143,360685,17605,7375,5467,1908,3724,12692,NA,NA,44800,NA,NA,8532,5113,0,3419,NA,93,NA,1154,21,1134,7891,39184,10343,16416,NA,NA,35323,446942
"1021"," ""20107""",2014,547116,504501,930,8674,375437,18373,9098,5658,3440,6168,13573,NA,NA,46748,5796,40951,7715,5336,0,2380,NA,97,NA,1126,41,1085,7415,42615,9605,19742,NA,NA,37076,467425
"1022"," ""20107""",2015,523170,479947,3996,7359,342191,17142,10716,6595,4120,7960,14213,NA,NA,49037,5940,43097,8254,5893,0,2361,NA,68,NA,NA,30,NA,8246,43223,11355,22173,NA,NA,39213,440735
"1023"," ""20107""",2016,597859,554031,2115,5749,406861,23119,12320,6882,5437,9774,14882,NA,NA,52624,6509,46115,6647,4355,0,2292,NA,47,NA,NA,3,NA,8498,43828,7864,24656,NA,NA,43303,510728
"1024"," ""20107""",2017,412326,366933,1283,6355,205498,27236,13352,6328,7023,9193,15419,NA,NA,57489,6625,50864,7169,4525,0,2644,NA,31,NA,1494,0,1494,9154,45393,7638,24612,NA,NA,48225,318708
"1025"," ""20107""",2018,473006,426253,11189,5675,254670,14387,19702,8900,10802,10496,15802,NA,NA,61797,6538,55259,6594,3643,0,2950,NA,16,NA,1764,0,1764,9694,46754,16863,26298,NA,NA,50952,375301
"1026"," ""20107""",2019,509031,462128,19026,5664,276064,13350,18727,9047,9681,9167,16356,NA,NA,68526,6365,62161,NA,3836,0,NA,NA,17,NA,2072,0,2072,9705,46903,24690,25524,NA,NA,56767,405361
"1027"," ""20109""",2001,79307,58066,17947,1703,51,NA,NA,NA,NA,7506,4789,NA,NA,11393,4230,7163,NA,1600,0,NA,2092,NA,NA,1508,29,1479,2796,21241,19650,12295,NA,1260,21766,36299
"1028"," ""20109""",2002,69722,47592,NA,1834,53,1438,NA,NA,NA,7304,4724,NA,NA,12568,4776,7792,2526,NA,0,NA,2192,NA,NA,1588,31,1557,NA,22131,NA,12028,NA,1271,9692,37900
"1029"," ""20109""",2003,91054,67624,23305,3227,68,1342,770,NA,NA,7305,4897,NA,182,13262,4644,8618,NA,NA,0,NA,2394,NA,NA,1584,50,1534,2960,23430,26532,12202,NA,952,28644,38980
"1030"," ""20109""",2004,76300,51340,6278,4448,71,1274,557,NA,NA,6972,5013,NA,NA,12554,4011,8543,2351,1686,0,665,2521,473,2047,1576,54,1522,NA,24960,10725,11985,NA,NA,12556,38784
"1031"," ""20109""",2005,98776,72969,26611,4956,68,1288,483,NA,NA,7279,5315,NA,NA,12308,4030,8278,2381,1689,0,692,2694,450,2244,1493,64,1429,NA,25806,31567,12594,NA,NA,33337,39632
"1032"," ""20109""",2006,80682,54515,1713,7231,69,NA,NA,NA,NA,6405,5605,NA,NA,16147,3997,12150,2211,1529,0,681,2879,566,2313,1401,NA,NA,NA,26168,8944,12010,NA,673,11061,43454
"1033"," ""20109""",2007,126381,97848,41769,7253,70,NA,NA,NA,NA,NA,6010,6319,NA,19735,4433,15302,2243,NA,0,NA,3015,620,2395,1539,NA,NA,NA,28532,49022,NA,6389,685,50825,47023
"1034"," ""20109""",2008,121083,90891,35077,8919,60,671,489,NA,NA,6310,6139,NA,NA,18890,4958,13932,1670,1504,0,166,3215,691,2523,1561,NA,NA,NA,30192,43996,12449,NA,NA,45156,45735
"1035"," ""20109""",2009,122369,91733,33826,7681,682,771,509,NA,NA,8096,6607,NA,NA,19200,4730,14470,1733,1617,0,116,3236,697,2538,1512,NA,NA,NA,30636,41507,14704,NA,NA,42787,48946
"1036"," ""20109""",2010,141078,109324,41363,12882,656,952,612,NA,NA,9268,7117,NA,NA,19641,4516,15125,1669,1543,0,126,2268,646,1622,1733,NA,NA,NA,31754,54245,16385,NA,NA,55810,53515
"1037"," ""20109""",2011,168980,134964,52253,22235,706,1576,1401,NA,NA,10019,7682,NA,NA,20507,4765,15742,1641,1537,0,105,NA,581,NA,1938,NA,NA,2754,34015,74488,17700,NA,NA,77465,57499
"1038"," ""20109""",2012,160697,124051,37001,19994,624,3694,2101,NA,NA,10950,8126,NA,NA,23994,5219,18775,1722,1432,0,290,NA,631,NA,2149,NA,NA,3329,36646,56996,19076,NA,NA,62791,61261
"1039"," ""20109""",2013,193895,153673,66760,18963,558,2499,1930,NA,NA,15183,8018,NA,NA,22565,5332,17232,1922,1589,0,332,NA,644,NA,2037,NA,NA,3453,40222,85723,23201,NA,NA,90152,63520
"1040"," ""20109""",2014,167674,126118,25521,26612,640,NA,NA,NA,NA,19512,7175,NA,NA,24448,5969,18479,1991,1657,0,334,NA,681,NA,2347,NA,NA,3682,41555,52133,26687,NA,3582,56945,69173
"1041"," ""20109""",2015,150839,110625,20551,10282,645,2334,3269,598,2671,25355,7212,NA,NA,25112,6186,18926,1874,1710,0,163,NA,594,NA,2327,NA,NA,3760,40214,30833,32568,NA,NA,36436,74189
"1042"," ""20109""",2016,145750,105941,13812,6697,625,NA,NA,NA,687,30073,7573,NA,NA,26710,6554,20156,1807,NA,0,NA,NA,618,NA,2403,NA,NA,3919,39809,20509,37647,NA,2220,23667,82273
"1043"," ""20109""",2017,150431,109989,7928,7291,667,NA,NA,NA,202,36253,8100,NA,NA,28465,NA,NA,1858,NA,0,NA,NA,632,NA,2570,NA,NA,4163,40442,15219,44353,NA,1668,17706,92284
"1044"," ""20109""",2018,152416,109267,3915,7796,700,NA,NA,NA,119,37020,7685,NA,NA,30979,NA,NA,1994,1931,0,64,NA,626,NA,2943,NA,NA,4452,43149,11712,44705,NA,1360,13674,95594
"1045"," ""20109""",2019,174888,130993,22282,5424,756,NA,NA,NA,118,37549,8067,NA,NA,NA,NA,27402,1958,1892,0,66,NA,638,NA,2211,NA,NA,4893,43895,27705,45616,NA,1549,29586,101407
"1046"," ""20111""",2001,905063,718176,NA,2222,3496,28969,226390,58033,168357,42667,71765,NA,53872,107290,22686,84605,33338,14017,1248,18073,48206,1455,46751,27330,1681,25649,25681,186888,NA,114432,NA,280262,NA,NA
"1047"," ""20111""",2002,900831,708118,NA,1545,3199,29306,209785,61908,147876,49868,73442,NA,44390,117254,26127,91126,38063,15847,1747,20469,51006,1412,49593,31834,1914,29920,28429,192712,NA,123310,NA,254174,NA,NA
"1048"," ""20111""",2003,937214,739096,7896,1696,2671,30436,219598,61078,158520,53812,76489,NA,42501,114182,26507,87675,NA,NA,NA,26666,51794,1622,50172,33879,2123,31756,29154,198117,9592,130301,NA,262099,259626,479470
"1049"," ""20111""",2004,981128,776747,23647,1708,2757,29254,224078,70371,153707,59830,78666,NA,45178,111759,24797,86963,NA,NA,NA,26304,57771,1852,55919,35318,1870,33448,31217,204382,25355,138495,NA,269256,278687,498059
"1050"," ""20111""",2005,983412,774936,17711,2334,3486,28372,229634,71774,157861,64925,80136,NA,36257,109424,24766,84658,NA,NA,NA,27269,57599,1772,55827,32293,1963,30330,31772,208476,20045,145060,NA,265891,278051,496885
"1051"," ""20111""",2006,1018870,803080,19508,3261,3613,28299,236605,64336,172270,69031,81250,NA,29512,129863,24375,105488,NA,NA,NA,27671,56663,1914,54750,29738,2301,27437,30829,215790,22769,150281,NA,266117,287673,515407
"1052"," ""20111""",2007,1066301,829770,10410,3306,3696,36204,235921,61429,174492,70610,83431,NA,27800,147744,26173,121571,NA,NA,NA,32847,57933,2131,55802,26364,2401,23963,29534,236530,13716,154041,NA,263722,285841,543929
"1053"," ""20111""",2008,1103206,859117,NA,2959,9930,61861,208113,58324,149789,74211,85186,NA,27723,154876,28315,126561,63202,20059,9061,34082,64134,2297,61838,29250,2209,27041,27934,244089,NA,159396,NA,235836,NA,NA
"1054"," ""20111""",2009,1076592,836637,NA,2166,19721,57376,198526,46613,151913,70286,89404,NA,24375,160123,27936,132187,49918,16474,9526,23918,67619,2368,65251,30109,2107,28002,27050,239955,NA,159690,NA,222901,NA,NA
"1055"," ""20111""",2010,1092193,833411,NA,2872,18885,35838,209333,60289,149044,71178,91233,NA,21660,162655,27275,135380,52362,17203,9521,25637,66487,2353,64134,31320,2086,29234,27319,258782,NA,162411,NA,230993,NA,NA
"1056"," ""20111""",2011,1143139,878810,NA,3116,24706,30013,226662,77700,148962,72433,96782,NA,21994,174833,29751,145082,53803,18537,8484,26781,73772,2457,71315,31569,1988,29581,27342,264329,NA,169215,NA,248656,NA,NA
"1057"," ""20111""",2012,1195423,925958,NA,4424,28836,32758,263442,85908,177534,70208,97199,NA,20173,177444,29682,147762,48789,19313,8663,20813,77964,2376,75588,33417,1895,31522,26538,269465,NA,167406,NA,283616,NA,NA
"1058"," ""20111""",2013,1159349,888351,12561,4982,17339,30122,227178,68347,158831,62263,99888,NA,28144,178083,27677,150407,NA,NA,NA,20144,73498,2482,71016,34183,1692,32491,26513,270998,17544,162151,NA,255323,274844,613507
"1059"," ""20111""",2014,1185238,918285,NA,4860,16448,31612,245277,64153,181123,58912,99292,NA,35021,192085,31100,160986,53064,21900,7517,23646,70371,2804,67567,36615,1790,34826,26823,266952,NA,158203,NA,280297,NA,NA
"1060"," ""20111""",2015,1225218,958725,4556,2337,16404,32120,258461,65955,192505,59599,102880,NA,32519,197880,27365,170515,NA,NA,NA,25144,72423,2875,69548,38233,1789,36444,28901,266492,6892,162479,NA,290980,297473,661252
"1061"," ""20111""",2016,1266464,1002544,11036,1617,21391,30744,262266,66953,195313,58408,107381,NA,41685,214076,34079,179997,NA,NA,NA,29000,74906,2943,71962,38380,1650,36730,29124,263920,12653,165790,NA,303950,305662,696881
"1062"," ""20111""",2017,1364891,1083226,17435,1519,18069,28614,301436,62372,239064,54739,108334,NA,73840,219936,34608,185328,NA,NA,NA,34872,70763,3060,67703,41027,1857,39170,29111,281665,18953,163073,NA,375276,349003,734223
"1063"," ""20111""",2018,1475708,1185413,45150,1495,29130,36349,339915,64704,275211,63012,107712,NA,68862,228010,33221,194788,NA,NA,NA,34206,70825,3126,67699,43637,2074,41563,29369,290295,46644,170723,NA,408777,422909,762504
"1064"," ""20111""",2019,1534604,1239922,37259,1382,36102,30042,357422,70701,286721,62592,112540,NA,82701,240636,33050,207586,NA,NA,NA,37503,71953,3152,68801,44180,1875,42305,31714,294682,38641,175132,NA,440123,426105,813817
"1065"," ""20113""",2001,924945,846943,25312,5758,2857,37897,295720,115249,180471,120224,58560,34411,7653,88229,24772,63457,47281,12421,23496,11364,73246,NA,NA,19634,1274,18360,30162,78002,31070,178784,37268,303373,364686,482256
"1066"," ""20113""",2002,969574,888810,28417,5776,1183,39163,299271,126617,172654,129447,59135,34828,7984,99194,29989,69206,50475,13261,23741,13473,78637,NA,NA,22259,1571,20689,33040,80764,34193,188582,36012,307255,372627,516183
"1067"," ""20113""",2003,1061363,977099,NA,6522,NA,41189,351115,132606,218509,112524,59617,39064,10223,100387,29896,70491,49792,14223,24200,11368,NA,NA,67679,24012,1912,22101,32134,84264,NA,172141,NA,361338,NA,NA
"1068"," ""20113""",2004,1042840,954817,NA,7972,527,52981,268940,135204,133736,110398,58732,NA,12833,98310,27510,70800,54846,14677,26937,13232,90481,18296,72185,26439,2605,23834,34317,88023,NA,169130,NA,281773,NA,NA
"1069"," ""20113""",2005,1224461,1130950,NA,11699,439,64603,498811,134795,364016,51044,58285,NA,16145,101287,29156,72131,52467,15095,24931,12442,91194,18811,72383,26553,2691,23862,35834,93511,NA,109330,NA,514957,NA,NA
"1070"," ""20113""",2006,1456632,1361388,NA,15334,1005,74449,650939,136532,514407,39320,59325,NA,16421,122340,29975,92366,53975,15151,25134,13690,101196,19120,82076,26470,2504,23966,38262,95243,NA,98645,NA,667361,NA,NA
"1071"," ""20113""",2007,1517068,1415121,NA,17393,838,63974,718364,138697,579667,31369,61273,NA,15240,146353,33790,112563,53546,16009,24596,12941,103334,19797,83537,25673,2094,23578,39595,101947,NA,92642,NA,733604,NA,NA
"1072"," ""20113""",2008,1416874,1310712,NA,23994,466,65982,547630,154655,392975,35699,63188,NA,14527,163096,34553,128543,60807,18811,28840,13156,111963,22145,89819,23258,2868,20389,37098,106161,NA,98887,NA,562157,NA,NA
"1073"," ""20113""",2009,1483202,1376649,NA,16663,604,63868,658725,129495,529231,38951,64704,NA,15026,154285,31128,123157,60227,19685,27560,12981,114134,23892,90241,23042,2978,20065,35732,106554,NA,103655,NA,673751,NA,NA
"1074"," ""20113""",2010,1481950,1372988,NA,22133,5005,67966,627054,143921,483133,44392,65452,NA,15690,146663,28953,117710,68518,22515,29503,16500,115416,23665,91751,23058,2828,20230,34188,108962,NA,109844,NA,642745,NA,NA
"1075"," ""20113""",2011,1644223,1534913,NA,24636,5759,70936,737209,148224,588986,48114,65438,NA,14440,152684,32961,119723,69996,25168,28874,15953,118119,23525,94594,24513,3012,21501,37543,109310,NA,113552,NA,751649,NA,NA
"1076"," ""20113""",2012,1447544,1335559,NA,23388,7775,75853,495151,157095,338056,46487,64059,NA,10993,156673,31737,124937,77688,26516,28887,22286,117765,24113,93652,25649,3239,22410,38653,111985,NA,110546,NA,506143,NA,NA
"1077"," ""20113""",2013,1438893,1324682,NA,21296,9911,94658,458926,174221,284705,48019,64546,NA,24884,151895,29876,122019,84201,29892,30362,23947,118534,25701,92833,26668,3235,23434,37883,114211,NA,112565,NA,483810,NA,NA
"1078"," ""20113""",2014,1572324,1457386,NA,19199,12936,131455,573602,173296,400307,45278,64239,NA,33186,163837,31435,132401,88300,32241,28722,27337,117376,26436,90940,30175,3600,26575,36724,114938,NA,109517,NA,606788,NA,NA
"1079"," ""20113""",2015,1664846,1549869,NA,11037,11699,160326,629306,180892,448414,38729,70058,NA,26634,184059,32302,151757,109123,35981,32462,40680,123348,26356,96991,32021,3657,28364,34001,114977,NA,108787,NA,655940,NA,NA
"1080"," ""20113""",2016,1917835,1801917,36255,7886,12297,85133,941903,181548,760355,40732,76521,NA,21494,199641,34149,165492,NA,NA,NA,28833,127386,25836,101551,31227,3633,27594,32893,115918,44141,117254,NA,963398,1071177,730739
"1081"," ""20113""",2017,2188075,2067705,56973,8397,12303,80551,1181953,178593,1003361,43925,78956,NA,22523,207073,38098,168975,NA,NA,NA,28556,128951,25843,103107,32532,3430,29102,33743,120370,65370,122881,NA,1204476,1327875,739830
"1082"," ""20113""",2018,2653799,2528700,85827,8024,12943,92484,1531016,191423,1339593,45982,77559,NA,21670,211482,40675,170807,NA,NA,NA,35292,133085,27170,105915,36608,3660,32948,34929,125098,93852,123541,NA,1552686,1717352,811348
"1083"," ""20113""",2019,2706494,2577084,124746,7408,14128,102029,1466037,218353,1247684,NA,80229,NA,25496,230948,47032,183916,124459,NA,NA,47948,137833,27953,109880,39281,3829,35452,37534,129410,132154,NA,NA,1491533,1700220,876864
