"","GeoFIPS","Year","All industry total"," Private industries","Ag","  Mining, quarrying, and oil and gas extraction","  Utilities","  Construction","  Manufacturing","   Durable goods manufacturing","   Nondurable goods manufacturing","  Wholesale trade","  Retail trade","  Transportation and warehousing","  Information","  Finance, insurance, real estate, rental, and leasing","   Finance and insurance","   Real estate and rental and leasing","  Professional and business services","   Professional, scientific, and technical services","   Management of companies and enterprises","   Administrative and support and waste management and remediation services","  Educational services, health care, and social assistance","   Educational services","   Health care and social assistance","  Arts, entertainment, recreation, accommodation, and food services","   Arts, entertainment, and recreation","   Accommodation and food services","  Other services (except government and government enterprises)","Government and government enterprises","Natural resources and mining","Trade","Transportation and utilities","Manufacturing and information","Private goods-producing industries 2/","Private services-providing industries 3/"
"470"," ""20049""",2014,102097,85936,7704,2876,31253,NA,NA,NA,851,NA,3144,NA,NA,17826,1533,16294,9556,1475,7521,560,487,NA,NA,3729,NA,NA,NA,16161,10580,NA,NA,1128,15638,70298
"471"," ""20049""",2015,99671,83985,NA,1349,29477,4596,NA,NA,1293,NA,3341,NA,NA,18006,NA,NA,12608,1362,10545,701,412,NA,NA,4148,NA,NA,1923,15686,NA,NA,NA,1639,10992,72993
"472"," ""20049""",2016,92150,78575,810,1177,30271,NA,NA,NA,205,NA,3218,NA,NA,18667,NA,NA,10934,1458,8814,663,379,35,344,4422,NA,NA,1728,13575,1986,NA,NA,NA,5745,72830
"473"," ""20049""",2017,89665,75262,4340,1394,29535,NA,NA,NA,NA,NA,3236,NA,NA,18562,NA,NA,2186,1525,0,660,NA,28,NA,5659,NA,NA,2409,14403,5734,NA,NA,229,9841,65420
"474"," ""20049""",2018,85301,70607,749,2118,25120,NA,NA,NA,NA,NA,3284,NA,NA,20239,NA,NA,2230,1523,0,708,310,16,294,5785,NA,NA,2710,14694,2867,NA,NA,333,7361,63246
"475"," ""20049""",2019,91812,76672,2005,1639,26396,NA,NA,NA,NA,NA,3371,NA,40,NA,NA,23117,2232,1473,0,759,NA,17,NA,5843,10,5832,2851,15141,3644,NA,NA,NA,8148,68524
"476"," ""20051""",2001,782009,645140,NA,34401,119,32312,55533,49333,6200,24599,105041,NA,34831,99074,28712,70362,61334,37541,15639,8154,122564,4142,118422,33030,3020,30010,26111,136870,NA,129640,NA,90364,NA,NA
"477"," ""20051""",2002,827160,685194,NA,35063,138,34746,48924,43578,5346,26478,114612,NA,34873,109402,32926,76476,65225,40975,16133,8118,128616,4108,124509,34275,3182,31093,27697,141967,NA,141090,NA,83797,NA,NA
"478"," ""20051""",2003,843332,697407,NA,39383,134,37357,42016,NA,NA,30418,119628,NA,30861,111078,33132,77946,63208,37424,18379,7406,137885,4310,133575,32268,2889,29379,27421,145926,NA,150047,NA,72878,NA,NA
"479"," ""20051""",2004,876103,721328,NA,50786,133,38474,44525,39901,4624,37017,117698,NA,26610,111443,32392,79051,55829,26770,21862,7197,144299,4022,140277,33637,3381,30256,29664,154775,NA,154716,NA,71135,NA,NA
"480"," ""20051""",2005,915702,760782,NA,70242,35,37517,50230,45697,4533,45733,117072,NA,23909,127604,50681,76922,48920,21781,19995,7144,140604,3629,136975,36930,3416,33514,29999,154920,NA,162805,NA,74139,NA,NA
"481"," ""20051""",2006,996928,838472,13215,96578,0,39229,57920,52000,5920,47728,121722,18058,25051,144365,53566,90799,54897,24620,23434,6843,144285,3762,140523,42484,3229,39255,32940,158456,109793,169450,18058,82971,206942,631530
"482"," ""20051""",2007,1098025,928430,NA,116169,NA,37488,61514,NA,NA,47147,122251,17685,25199,179296,70466,108830,66077,35152,24289,6635,NA,NA,149080,44509,3085,41424,32458,169595,NA,169398,NA,86713,NA,NA
"483"," ""20051""",2008,1223315,1044954,45603,150096,968,41489,66694,NA,NA,43613,113692,18858,36147,203113,62733,140380,77134,41674,27703,7758,168142,5097,163045,47964,2993,44972,31441,178361,195698,157305,19827,102840,303881,741073
"484"," ""20051""",2009,1188723,1010096,NA,107746,NA,45693,52782,NA,NA,52324,113685,17708,40487,206001,58675,147326,75705,38339,28907,8459,174350,5480,168870,NA,NA,50870,31074,178628,NA,166009,NA,93269,NA,NA
"485"," ""20051""",2010,1248795,1065998,NA,124309,1265,53176,64348,54008,10339,59892,115509,NA,36589,193608,54996,138611,80292,39931,30290,10071,174848,5918,168930,52446,2872,49574,33839,182797,NA,175400,NA,100937,NA,NA
"486"," ""20051""",2011,1368056,1178492,NA,143711,1599,58977,84216,65910,18305,59265,121916,NA,48731,210425,60515,149910,81957,40555,30564,10837,182166,6058,176108,50975,2894,48081,37698,189564,NA,181181,NA,132947,NA,NA
"487"," ""20051""",2012,1435432,1240783,NA,160132,1375,66351,94349,73350,20999,68031,128169,NA,56129,227523,62408,165115,86858,41953,33084,11821,197405,6015,191390,50209,3182,47028,40930,194649,NA,196200,NA,150478,NA,NA
"488"," ""20051""",2013,1485564,1275972,NA,155861,1136,69485,80779,70000,10779,69739,130263,NA,87738,216748,58805,157943,88316,40267,35643,12407,207003,7016,199986,48833,3284,45549,40420,209592,NA,200002,NA,168516,NA,NA
"489"," ""20051""",2014,1543215,1326433,NA,145822,1732,63395,98846,82328,16518,68476,130777,NA,113446,248702,70208,178494,90383,41161,35260,13962,207619,9335,198284,52591,4084,48507,40935,216782,NA,199253,NA,212292,NA,NA
"490"," ""20051""",2015,1524142,1304113,NA,72795,14902,61517,90680,69597,21083,62341,140302,NA,95461,271186,64152,207034,94566,39694,39837,15035,216800,9602,207198,55245,4333,50912,41723,220029,NA,202643,NA,186141,NA,NA
"491"," ""20051""",2016,1517257,1295442,NA,51315,42672,60393,82646,74800,7847,56451,140566,NA,99157,305509,68672,236838,91009,35239,39144,16627,213698,9131,204568,53622,3924,49698,41238,221815,NA,197016,NA,181804,NA,NA
"492"," ""20051""",2017,1532704,1303676,NA,62030,37914,60020,85402,81221,4181,60499,141179,NA,125339,302506,69657,232848,95877,36419,43072,16386,203740,8586,195154,54821,3422,51399,41646,229029,NA,201678,NA,210741,NA,NA
"493"," ""20051""",2018,1614476,1371610,NA,70260,38571,58684,93433,89025,4407,64301,143270,NA,128257,321102,65790,255311,97899,36652,43679,17569,210877,8390,202487,56372,3478,52895,41137,242866,NA,207571,NA,221690,NA,NA
"494"," ""20051""",2019,1680747,1428085,NA,62963,38673,58893,94502,89996,4506,66559,145236,NA,157218,327500,65952,261548,101214,36176,46583,18455,218033,8635,209397,57103,3584,53519,43469,252663,NA,211795,NA,251720,NA,NA
"495"," ""20053""",2001,136240,103993,NA,5657,1673,NA,22305,15290,7015,4237,6599,NA,5112,18704,6322,12382,6638,5153,0,1486,8594,119,8475,4024,568,3457,4674,32247,NA,10836,NA,27417,NA,NA
"496"," ""20053""",2002,141651,106651,NA,6498,1758,NA,22101,16289,5812,4122,6541,NA,4855,21321,7584,13737,6669,4952,0,1717,8557,123,8434,3977,697,3279,5321,35000,NA,10663,NA,26956,NA,NA
"497"," ""20053""",2003,163477,126399,NA,7592,1779,NA,21959,NA,NA,4016,6435,NA,5483,21078,6725,14353,6325,4698,0,1628,8592,104,8488,4673,653,4021,5129,37078,NA,10451,NA,27442,NA,NA
"498"," ""20053""",2004,173478,133473,NA,11298,1917,NA,21395,NA,NA,4392,6811,NA,6200,20301,6107,14194,5986,4726,0,1260,8460,54,8406,NA,NA,NA,5327,40006,NA,11202,NA,27595,61632,71840
"499"," ""20053""",2005,162056,121879,NA,10237,1832,NA,21841,NA,NA,4363,7626,NA,6503,19390,5419,13971,5877,4611,0,1267,8512,47,8465,NA,NA,NA,5070,40177,NA,11989,NA,28345,51535,70344
"500"," ""20053""",2006,179342,137557,NA,12208,1969,NA,22698,NA,NA,4445,7508,NA,7143,25268,5114,20154,6047,4765,0,1282,9927,47,9880,5985,1158,4827,5212,41786,NA,11953,NA,29842,NA,NA
"501"," ""20053""",2007,205587,159809,NA,14187,2109,NA,26814,NA,NA,4094,7721,NA,8383,29348,5465,23882,6358,4795,0,1564,12715,90,12625,4711,1321,3391,5339,45778,NA,11815,NA,35197,NA,NA
"502"," ""20053""",2008,225603,178026,NA,17559,2154,3846,32758,NA,NA,4844,7253,NA,8772,29981,6533,23448,7424,5573,0,1851,14600,123,14477,4141,1221,2920,5109,47577,NA,12097,NA,41530,NA,NA
"503"," ""20053""",2009,204436,156683,18875,17452,1982,3966,26982,NA,NA,5556,7135,NA,8377,32189,6835,25354,7185,5183,0,2002,14562,152,14410,NA,NA,NA,5214,47753,36326,12691,NA,35359,67274,89409
"504"," ""20053""",2010,207203,158779,17185,17002,2191,5383,26220,NA,NA,5932,7279,NA,7957,33306,7125,26181,7596,5483,0,2112,15794,171,15623,NA,NA,NA,5596,48423,34187,13211,NA,34177,65789,92990
"505"," ""20053""",2011,228573,178250,20188,17644,2220,6613,28631,NA,NA,6347,8389,NA,8641,35358,7984,27374,14716,5626,7427,1662,16228,NA,NA,NA,NA,NA,5511,50324,37832,14737,NA,37273,73077,105173
"506"," ""20053""",2012,264376,212659,27953,15822,10135,7622,32206,NA,NA,7046,9492,NA,8413,36925,8593,28332,16175,6152,7896,2127,26870,NA,NA,5118,NA,NA,NA,51716,43775,16538,NA,40619,83604,129055
"507"," ""20053""",2013,296298,242017,20653,13957,38313,5234,33053,30118,2935,7495,9748,NA,11071,35971,NA,NA,17545,6362,8708,2475,35330,98,35232,NA,NA,NA,5011,54282,34610,17243,NA,44124,72897,169120
"508"," ""20053""",2014,298944,243312,13086,12847,37671,5583,32769,29263,3506,7638,9396,NA,13702,38309,8889,29420,16485,NA,7518,NA,43822,109,43713,NA,NA,NA,4574,55632,25933,17034,NA,46472,64285,179026
"509"," ""20053""",2015,262845,207110,14459,8642,35987,5581,28868,24598,4270,7953,10361,NA,13169,39548,NA,NA,20138,7570,10538,2030,8784,62,8722,NA,NA,NA,4845,55735,23101,18314,NA,42037,57550,149560
"510"," ""20053""",2016,247023,190657,1922,7179,35782,4103,26217,24398,1819,7460,9656,NA,14742,42888,NA,NA,19489,8395,8814,2280,9380,53,9327,NA,NA,NA,4784,56366,9101,17116,NA,40958,39421,151236
"511"," ""20053""",2017,255762,198610,1119,8231,34324,4099,23542,22172,1369,7247,10012,NA,20215,43901,NA,NA,22409,NA,11462,NA,10270,75,10195,NA,NA,NA,5171,57152,9350,17259,NA,43757,36991,161620
"512"," ""20053""",2018,277792,219140,13458,7424,32433,3563,25954,24523,1431,7585,10784,NA,19744,47773,NA,NA,23236,9201,11878,2158,10964,63,10901,NA,NA,NA,5302,58652,20882,18370,NA,45698,50399,168742
"513"," ""20053""",2019,310232,248461,21443,8962,34698,7817,26133,24878,1255,7728,11376,NA,21580,NA,NA,43909,26252,9516,13691,3046,11535,65,11470,6985,NA,NA,5680,61771,30405,19104,NA,47713,64355,184106
"514"," ""20055""",2001,1099241,959019,77822,49905,81758,54753,174153,12745,161408,46032,99358,60912,12340,126279,31848,94431,42815,18294,8546,15975,73238,NA,NA,29511,3423,26088,30144,140222,127726,145390,142670,186494,356632,602387
"515"," ""20055""",2002,1078018,932535,67168,42988,73866,52186,158159,12000,146160,43787,102413,56462,12312,138049,35602,102447,44947,20421,8335,16191,78953,NA,NA,30174,3413,26761,31072,145483,110156,146200,130327,170471,320501,612034
"516"," ""20055""",2003,1176997,1026164,84158,56877,79375,49874,184082,NA,NA,44990,106439,79745,14120,138671,35221,103450,42466,19930,8859,13677,81701,NA,NA,33269,3038,30231,30397,150834,141034,151429,159121,198202,374991,651173
"517"," ""20055""",2004,1221310,1062477,94134,88655,85696,46935,176018,NA,NA,49427,108375,75170,15059,135967,35514,100453,37067,20522,3614,12931,83116,NA,NA,34915,3109,31806,31943,158833,182789,157802,160866,191077,405742,656735
"518"," ""20055""",2005,1263703,1099622,118097,87340,86542,43459,177994,NA,NA,54533,118952,73763,16563,137083,36284,100800,36539,21411,2056,13072,79943,NA,NA,34681,2979,31702,34134,164081,205437,173485,160304,194557,426890,672732
"519"," ""20055""",2006,1295193,1125966,80023,88313,91954,45239,187309,NA,NA,59796,128146,87964,17270,141747,36047,105700,37522,22498,1942,13082,88196,NA,NA,35304,3047,32257,37181,169228,168336,187942,179918,204579,400884,725082
"520"," ""20055""",2007,1333909,1153997,69243,88450,98982,47706,174169,NA,NA,66357,132356,89800,18932,159572,39630,119942,41509,24738,2309,14462,93885,NA,NA,36494,3128,33366,36540,179913,157694,198713,188782,193101,379568,774428
"521"," ""20055""",2008,1534858,1344512,92813,123440,107992,58796,213376,NA,NA,76424,137445,108985,18147,182682,44649,138033,44811,27777,2692,14343,102493,2697,99796,39499,3096,36403,37608,190346,216253,213869,216977,231524,488426,856086
"522"," ""20055""",2009,1596162,1404223,164307,71841,121347,59984,218354,NA,NA,83676,137823,109283,16733,188565,44603,143962,45003,27438,2659,14906,107217,NA,NA,41161,3335,37827,38930,191939,236148,221499,230630,235087,514485,889738
"523"," ""20055""",2010,1794111,1587147,252188,86347,129183,72299,245312,NA,NA,95817,145126,123492,15881,186045,42616,143429,43613,28083,3201,12328,110771,NA,NA,42356,3261,39095,38717,206964,338535,240943,252675,261193,656146,931001
"524"," ""20055""",2011,1955083,1744414,282579,97485,152817,76367,266912,NA,NA,108969,137382,150997,15197,194592,41691,152901,67472,32679,11104,23688,109799,NA,NA,43660,3384,40277,40186,210669,380065,246351,303814,282109,723343,1021071
"525"," ""20055""",2012,1902755,1688868,NA,99332,124127,80732,271226,NA,NA,120199,139232,NA,17834,211621,46600,165021,56004,30213,11719,14071,114190,2803,111386,49043,4974,44068,38972,213886,NA,259431,NA,289060,NA,NA
"526"," ""20055""",2013,2033665,1818244,273582,91875,127711,75496,296459,NA,NA,136503,143523,182098,21829,199972,43142,156830,58437,30968,13204,14265,120503,NA,NA,49981,5728,44253,40275,215421,365456,280026,309809,318288,737411,1080832
"527"," ""20055""",2014,2011135,1799888,197425,93972,123207,79109,341511,30681,310830,145287,144725,148788,23667,215665,50382,165283,64357,32700,12351,19306,122396,3388,119008,58134,6358,51777,41645,211247,291397,290011,271996,365178,712017,1087871
"528"," ""20055""",2015,2124050,1914544,250227,52617,105813,70321,417883,26250,391633,145429,153616,174090,19552,226286,55333,170953,65644,29906,15264,20474,126748,3574,123174,64588,6437,58151,41730,209506,302845,299045,279903,437435,791048,1123496
"529"," ""20055""",2016,2219861,2012483,318084,38242,111759,80542,435678,24183,411495,139917,162012,157024,18432,244681,69005,175677,63967,29589,13456,20922,133759,4161,129598,67417,6282,61135,40970,207378,356326,301929,268782,454110,872546,1139937
"530"," ""20055""",2017,2185095,1976421,245712,43994,84072,68633,479281,20003,459277,140153,163995,151302,17295,246045,72971,173074,69815,30420,16282,23113,151058,4445,146613,71809,7155,64654,43258,208674,289706,304148,235374,496575,837620,1138801
"531"," ""20055""",2018,2263230,2049213,217221,47517,102136,75885,490895,21563,469332,146359,164183,175438,16078,253223,68567,184656,75246,32363,16983,25900,152513,4684,147828,84641,7484,77157,47878,214017,264739,310542,277574,506973,831519,1217694
"532"," ""20055""",2019,2281359,2059839,194384,41576,110934,91479,461878,22263,439615,150105,169324,184964,19340,261953,67646,194308,78019,31702,18707,27609,154428,4948,149481,89797,7533,82263,51658,221520,235960,319429,295898,481217,789316,1270522
"533"," ""20057""",2001,867163,759064,50389,637,15985,23838,240336,NA,NA,43932,83252,27499,27087,92143,24353,67790,33646,13538,6902,13206,63007,NA,NA,30365,2823,27542,26949,108099,51027,127184,43483,267423,315201,443863
"534"," ""20057""",2002,927277,809470,77263,697,14820,22565,250037,NA,NA,45045,82430,27866,26766,101558,26814,74745,34491,14848,6643,13000,66356,NA,NA,30725,2906,27819,28851,117807,77960,127475,42686,276803,350562,458908
"535"," ""20057""",2003,956228,829924,78247,1006,15230,23760,263403,NA,NA,46979,83623,26135,27448,101000,26034,74966,34888,16382,3601,14905,70112,NA,NA,30606,3647,26959,27485,126304,79254,130602,41366,290851,366416,463508
"536"," ""20057""",2004,954583,820047,54770,877,15991,26421,256205,NA,NA,48576,86465,33600,30413,97866,24355,73511,33790,17297,1919,14574,74710,NA,NA,33102,4374,28728,27261,134536,55646,135042,49591,286618,338272,481775
"537"," ""20057""",2005,1004842,863257,79901,1008,15828,23918,259156,NA,NA,49561,89735,47925,25454,98985,23642,75342,34528,17198,1713,15617,77191,NA,NA,32995,3857,29138,27073,141585,80908,139297,63753,284610,363982,499274
"538"," ""20057""",2006,1027556,884141,52572,1223,20163,30162,277134,NA,NA,55510,93613,39566,25301,109714,21493,88221,36896,17374,2129,17394,79556,NA,NA,34919,3672,31247,27811,143415,53795,149123,59729,302436,361092,523050
"539"," ""20057""",2007,1089450,937324,44997,1972,30520,31667,292899,NA,NA,72613,92202,35802,27981,124144,23016,101128,40503,18828,2341,19334,80643,NA,NA,28810,3554,25256,32571,152126,46969,164815,66321,320880,371536,565788
"540"," ""20057""",2008,1265942,1106485,72287,4077,35232,35507,363275,NA,NA,85510,90896,49668,37254,137729,24025,113704,40062,18208,2446,19408,86105,NA,NA,34979,4722,30257,33903,159457,76365,176405,84900,400530,475147,631337
"541"," ""20057""",2009,1381745,1220631,79000,4479,38499,42805,431116,NA,NA,89684,96193,53758,37196,145074,23996,121078,40647,18033,2700,19914,89312,NA,NA,37260,7261,29999,35610,161114,83478,185877,92257,468311,557399,663233
"542"," ""20057""",2010,1513587,1349739,125758,8611,38775,43932,465143,NA,NA,96351,101326,57069,37506,143650,23026,120624,50683,18177,11224,21282,91074,NA,NA,52930,19500,33429,36931,163848,134370,197677,95843,502649,643445,706294
"543"," ""20057""",2011,1475656,1307112,106747,12885,55480,45461,400914,NA,NA,100676,106588,50346,38899,153514,26297,127218,54958,19188,10464,25307,89708,NA,NA,59573,25234,34339,31362,168544,119632,207263,105827,439813,566008,741105
"544"," ""20057""",2012,1602460,1429657,94087,29498,62048,75378,433699,NA,NA,108725,113385,64163,37973,161267,27357,133911,60462,19440,11036,29986,85700,NA,NA,70831,30637,40194,32441,172803,123585,222110,126211,471672,632662,796995
"545"," ""20057""",2013,1680874,1500873,147207,32232,87455,45797,451929,39070,412859,109521,108523,58608,52001,154058,26263,127795,66372,21058,12894,32421,86530,NA,NA,69911,28547,41364,30727,180001,179439,218044,146063,503930,677165,823707
"546"," ""20057""",2014,1678246,1497934,80655,16644,88899,45323,509143,40530,468612,99253,106071,56495,70184,165341,28323,137018,68036,22208,11968,33860,82491,NA,NA,73489,30836,42653,35909,180312,97299,205324,145395,579326,651765,846169
"547"," ""20057""",2015,1831887,1648238,110213,6655,80922,64662,592265,40277,551988,97221,109312,70116,65615,179790,28502,151288,72736,22513,15019,35204,82767,NA,NA,78221,33797,44424,37742,183649,116868,206533,151039,657881,773795,874444
"548"," ""20057""",2016,1964961,1782443,155591,4946,77729,76622,639362,34916,604447,93122,111940,73735,73021,198676,32774,165902,73343,22877,14361,36106,90609,NA,NA,75238,30366,44872,38509,182518,160537,205062,151464,712383,876521,905922
"549"," ""20057""",2017,2089493,1902751,73227,5600,120215,60037,737499,35433,702066,81564,113736,85383,136541,200837,32757,168079,81763,22843,17127,41793,88304,NA,NA,77545,31489,46056,40500,186742,78828,195301,205597,874040,876363,1026388
"550"," ""20057""",2018,2171362,1980863,78976,4838,140854,56574,769094,37948,731146,82997,113951,87038,129248,224201,31942,192259,83227,24075,17885,41267,89266,NA,NA,77543,32468,45075,43057,190498,83814,196948,227892,898341,909481,1071382
"551"," ""20057""",2019,2224498,2028089,75573,3864,144609,53700,776239,35720,740519,85332,118368,89595,139461,233003,32059,200944,90492,27084,19415,43993,94332,NA,NA,78656,31966,46690,44867,196409,79437,203700,234204,915700,909375,1118714
"552"," ""20059""",2001,487653,412557,3159,3079,224,29177,66233,50307,15926,19025,47861,82870,3768,61723,14914,46809,35022,7510,1883,25629,33408,NA,NA,11724,NA,NA,15283,75096,6239,66886,83094,70001,101649,310908
"553"," ""20059""",2002,535399,455591,11491,4143,221,29491,68062,50719,17343,22904,51221,86673,3831,69747,17701,52046,42958,8692,1944,32322,35803,NA,NA,12803,487,12316,16242,79808,15634,74125,86894,71893,113187,342404
"554"," ""20059""",2003,539190,455282,402,4621,228,29691,71296,56643,14653,24774,54641,82699,3968,73851,21453,52398,39743,NA,NA,28622,39760,NA,NA,13567,652,12915,16040,83908,5023,79415,82928,75264,106010,349273
"555"," ""20059""",2004,570096,480287,15130,6335,116,30486,72002,57835,14167,31694,56724,80519,4643,70460,18681,51779,38787,NA,NA,26049,42407,NA,NA,14307,799,13507,16677,89810,21465,88418,80635,76645,123953,356334
"556"," ""20059""",2005,587765,496256,2412,11416,18,31982,73190,59141,14048,40489,56739,95406,7764,71232,21051,50180,30843,NA,NA,NA,43864,NA,NA,13899,621,13278,17002,91509,13828,97228,95424,80954,118999,377256
"557"," ""20059""",2006,653773,556351,3388,9359,36,33456,78551,62077,16474,61947,60521,115905,7192,84696,18114,66582,23459,14164,NA,NA,45493,NA,NA,14310,601,13709,18039,97422,12747,122468,115940,85743,124754,431597
"558"," ""20059""",2007,694770,590290,1019,7227,0,30866,84728,68171,16557,68911,58393,131073,8788,95122,15707,79414,23625,14403,NA,NA,47240,NA,NA,14996,490,14506,18301,104481,8246,127305,131073,93516,123840,466450
"559"," ""20059""",2008,727939,619237,1069,7940,24,24214,87908,71225,16683,77626,54709,151538,7332,96963,15768,81195,24700,14218,NA,NA,51877,NA,NA,15483,NA,NA,17855,108702,9008,132335,151562,95240,121130,498106
"560"," ""20059""",2009,738678,627981,16225,9128,100,27508,77840,67104,10736,82365,50654,149693,5825,98357,14399,83957,24869,15221,778,8870,50144,NA,NA,17294,444,16850,17977,110698,25353,133020,149793,83666,130702,497279
"561"," ""20059""",2010,719750,607441,2221,7307,72,26953,74749,NA,NA,81734,47512,143459,4995,99814,13254,86560,29935,16677,3507,9751,51904,NA,NA,17849,487,17362,18938,112309,9528,129246,143530,79744,111230,496210
"562"," ""20059""",2011,738238,621915,4552,9127,178,28462,80172,NA,NA,79218,49190,131478,4844,107272,14558,92714,36629,16173,11343,9113,54460,NA,NA,17632,453,17180,18701,116323,13679,128409,131656,85015,122313,499602
"563"," ""20059""",2012,768222,648860,4776,11628,121,33596,78904,NA,NA,87506,50341,132820,4723,111220,14933,96287,36173,16506,11334,8333,58492,NA,NA,18927,689,18238,19633,119362,16404,137847,132941,83627,128904,519956
"564"," ""20059""",2013,804345,675621,10893,13205,123,34378,80308,72552,7756,94977,56291,130729,5520,108994,13537,95457,41384,17347,11838,12200,59811,NA,NA,19230,776,18454,19779,128724,24098,151268,130852,85828,138783,536838
"565"," ""20059""",2014,816457,683950,1304,11632,1539,38201,86398,78293,8105,NA,60819,126657,5353,112519,13845,98674,38140,17814,10651,9675,NA,NA,NA,21369,993,20376,20922,132507,12936,NA,128196,91751,137536,546414
"566"," ""20059""",2015,846642,714465,6463,7020,2257,36354,101672,96014,5658,NA,67790,124119,4031,118697,14111,104586,40518,19204,13107,8207,NA,NA,NA,23025,1194,21831,22606,132177,13483,NA,126376,105702,151508,562956
"567"," ""20059""",2016,874527,736776,1902,5225,2436,43526,116786,112662,4123,NA,72651,126889,3408,129267,19549,109718,38919,19418,10809,8692,NA,NA,NA,23021,1387,21634,23711,137750,7127,NA,129325,120194,167439,569338
"568"," ""20059""",2017,886203,744974,2686,5667,2959,47948,122945,119499,3446,NA,78565,131368,2215,131359,17728,113630,31549,20694,2223,8632,NA,NA,NA,22464,1308,21156,27106,141228,8353,NA,134327,125160,179245,565729
"569"," ""20059""",2018,948763,803851,29008,5006,2836,47979,124426,120593,3833,NA,81109,107400,2100,140448,17468,122979,73236,20865,13632,38739,NA,NA,NA,23873,1558,22315,27713,144912,34014,NA,110236,126526,206420,597431
"570"," ""20059""",2019,989259,839729,33183,4390,2954,47493,130585,126613,3972,NA,83874,143981,NA,152446,17986,134460,44531,21145,15119,8266,NA,NA,NA,24784,1763,23021,28948,149530,37573,NA,146935,NA,215650,624079
"571"," ""20061""",2001,1169629,402009,7981,826,351,20129,41610,NA,NA,NA,55590,39505,14850,108830,13803,95027,NA,NA,NA,23313,26353,3616,22737,17090,901,16189,20898,767620,8807,NA,39856,56460,70546,331463
"572"," ""20061""",2002,1209845,391102,NA,2835,NA,NA,39702,NA,NA,NA,59614,40357,14850,82771,14112,68659,46890,NA,NA,27675,28681,3505,25175,17885,932,16953,24568,818743,NA,NA,NA,54552,66944,324158
"573"," ""20061""",2003,1346303,406008,7347,2860,NA,22619,40667,NA,NA,NA,60832,46804,15960,79352,13656,65696,57560,NA,NA,29068,26700,3160,23539,19534,1018,18516,16787,940295,10207,NA,NA,56627,73493,332515
"574"," ""20061""",2004,1487588,435661,10489,3263,NA,27687,38562,NA,NA,NA,62286,21183,18913,81330,12838,68493,81790,34548,NA,NA,26535,2891,23644,25667,1319,24348,27642,1051927,13752,NA,NA,57475,80001,355660
"575"," ""20061""",2005,1615366,466497,6008,2392,NA,37649,38799,NA,NA,NA,62842,22615,20113,87163,13651,73513,95374,40317,NA,NA,25471,2766,22705,26330,1366,24964,30298,1148869,8400,NA,NA,58912,84847,381650
"576"," ""20061""",2006,1958776,523117,3509,229,NA,45639,37459,NA,NA,NA,70561,18608,20452,117613,15470,102143,106545,NA,NA,64356,26106,3029,23077,32679,1354,31325,32464,1435660,3738,NA,NA,57911,86837,436280
"577"," ""20061""",2007,2352906,568401,1422,145,NA,64676,34100,NA,NA,NA,72924,11504,22313,121453,17701,103752,130954,NA,NA,84286,26792,3917,22875,35457,1594,33864,35546,1784505,1568,NA,NA,56413,100344,468057
"578"," ""20061""",2008,2635957,643836,496,143,NA,73470,47775,NA,NA,NA,73605,21589,29122,140342,18477,121864,142160,NA,NA,91318,32067,5685,26382,38647,1359,37287,32381,1992121,639,NA,NA,76897,121885,521952
"579"," ""20061""",2009,2706686,635380,542,68,NA,69906,37273,NA,NA,NA,77100,14327,29640,152431,17825,134606,133865,NA,NA,83340,35880,6803,29078,39703,1137,38567,31875,2071306,610,NA,NA,66913,107789,527591
"580"," ""20061""",2010,2990773,688397,1514,71,NA,108973,46424,NA,NA,NA,80696,19867,29065,154993,17650,137343,128660,NA,NA,81568,34921,5253,29668,40481,1403,39078,30812,2302375,1585,NA,NA,75489,156982,531415
"581"," ""20061""",2011,3077920,699399,2246,79,NA,70399,54158,NA,NA,NA,82725,12424,29709,208117,20764,187353,125574,NA,NA,89038,35634,5077,30557,37820,1310,36510,27939,2378521,2325,NA,NA,83867,126882,572517
"582"," ""20061""",2012,3033363,689377,284,72,NA,41903,62734,NA,NA,NA,74515,18622,29738,220900,20846,200055,121909,NA,NA,83455,33596,4304,29292,40791,1466,39325,29949,2343986,356,NA,NA,92472,104992,584385
"583"," ""20061""",2013,2860576,710310,8946,63,NA,41748,63702,15242,48460,NA,74145,14097,29246,220890,21283,199607,140789,NA,NA,73048,31910,4430,27480,38428,1376,37052,28894,2150266,9008,NA,NA,92948,114458,595852
"584"," ""20061""",2014,2870990,743554,6033,40,NA,34843,54608,14058,40551,51637,71567,24443,30517,239019,24985,214035,NA,NA,NA,65174,31744,5475,26270,40697,1741,38957,28721,2127436,6074,123204,NA,85125,95525,648030
"585"," ""20061""",2015,2932898,774735,727,106,NA,28004,61310,15455,45855,54855,73160,28860,22463,249654,24252,225402,NA,NA,NA,65194,31621,5426,26195,47863,1907,45955,30183,2158162,832,128014,NA,83774,90146,684589
"586"," ""20061""",2016,2805305,785416,5820,75,NA,25545,61291,16474,44818,59421,75533,51063,15885,263350,32679,230670,NA,NA,NA,45823,32856,4955,27901,47015,2004,45011,29144,2019889,5895,134955,NA,77176,92732,692684
"587"," ""20061""",2017,2823659,811572,9137,81,NA,25440,76894,14290,62604,NA,77145,46428,17825,256740,26948,229792,115174,NA,NA,49348,34105,5104,29001,47184,2112,45072,28954,2012087,9219,NA,NA,94719,111553,700019
